age,plot,genus,species,spcode,Abund.n,biomass,basal.area,SLA,LDMC,LPC,CN,d15N,d13C,plot total abund,total plot biomass,total plot basal area
60,11,Cupania,guatemalensis,cupgua,1,2.220342403,9.646875,155.248108,0.43250116,0.106128163,25.65781555,2.234777632,-30.86379898,154,11129.58941,27010.04513
60,11,Genipa,americana,gename,1,2.826326222,11.977875,220.8000805,0.262885959,0.118050484,19.14114962,1.855856719,-32.35888947,154,11129.58941,27010.04513
60,11,Guettarda,macrosperma ,guamac,1,79.3547701,238.4235,,,,,,,154,11129.58941,27010.04513
60,11,Guazuma,ulmifolia,guaulm,2,23.57174254,83.671875,,,0.106338333,19.12231538,2.5,-29.6,154,11129.58941,27010.04513
60,11,Hirtella,racemosa,hirrac,26,177.6600029,631.74825,215.7884714,0.400924,0.065015,29.12846883,,,154,11129.58941,27010.04513
60,11,Hymenaea,courbaril,hymcou,3,7.346540834,31.523625,144.7412089,0.473490755,0.099555734,19.65266308,0.958379165,-31.15389923,154,11129.58941,27010.04513
60,11,Inga,vera,ingver,1,9.764344408,36.414,,,,,,,154,11129.58941,27010.04513
60,11,Lonchocarpus ,rugosus,lonrug,1,1.574449053,7.0875,,,,,,,154,11129.58941,27010.04513
60,11,Luehea,speciosa,luespe,8,531.0138714,1550.6505,279.188689,0.379649913,0.096017812,19.95163363,2.188504033,-31.69571213,154,11129.58941,27010.04513
60,11,Malvaviscus,arboreus,malarb,5,11.12622654,48.21075,243.8790539,0.22287485,0.141544875,15.83361105,3.739030304,-32.19263161,154,11129.58941,27010.04513
60,11,Manilkara,chicle,manchi,3,2622.108948,6146.98875,113.5299585,0.446487271,0.068106239,23.07322166,1.520210848,-31.97048813,154,11129.58941,27010.04513
60,11,Mouriri,myrtilloides,moumyr,1,2.220342403,9.646875,,,,,,,154,11129.58941,27010.04513
60,11,Picramnia ,quaternaria,picqua,4,31.10653912,114.01425,177.5343834,0.526173771,0.094782014,18.71792453,1.232383416,-31.5169149,154,11129.58941,27010.04513
60,11,Pithecellobium,dulce,pitdul,13,73.28128688,286.8705,,,,,,,154,11129.58941,27010.04513
60,11,Randia,thurberi,ranthu,1,2.513263701,10.780875,,,,,,,154,11129.58941,27010.04513
60,11,Bursera,simaruba,bursim,1,455.6285295,1143.142875,,,,,,,154,11129.58941,27010.04513
60,11,Sebastiania ,pavoniana,sebpav,1,116.885889,337.435875,171.3781772,0.415754383,0.082246063,13.90029276,0.013921144,-30.35162056,154,11129.58941,27010.04513
60,11,Sideroxylon ,capiri,sidcap,1,4509.598106,8932.021875,138.74375,,0.084009622,22.3,-0.2,-32.8,154,11129.58941,27010.04513
60,11,Stemmadenia,obovata,steobo,4,19.37700687,77.182875,185.881,,0.178896,10.20968157,,,154,11129.58941,27010.04513
60,11,Swartzia ,cubensis,swacub,9,48.76613429,189.921375,217.5243,,0.191314,14.58002386,,,154,11129.58941,27010.04513
60,11,Tabebuea,ochracea,taboch,2,18.0560617,66.22875,250.4885737,0.380445551,0.156477776,11.38577505,0.608653508,-31.18511681,154,11129.58941,27010.04513
60,11,Tetracera,volubilis,tetvol,16,153.1103158,555.48675,258.31863,0.276635991,0.121439923,19.48494624,1.930675569,-32.9043988,154,11129.58941,27010.04513
60,11,Zanthoxylum,setulosum,zanset,2,4.684375913,20.167875,162.6042,,0.140695,15.77234718,,,154,11129.58941,27010.04513
90,12,Acacia,collinsii,acacol,1,2.990487523,12.6,,,,,,,289,14310.3196,39920.4855
90,12,Albizzia,adinocephala,albadi,1,4.490722028,18.144,,,,,,,289,14310.3196,39920.4855
90,12,Alibertia ,edulis,aliedu,1,7.663616189,29.302875,126.5703198,0.459742948,0.049039196,24.19614711,1.657886848,-33.16398102,289,14310.3196,39920.4855
90,12,Allophyllusc,occidentalisc,allocc,1,8.829680712,33.271875,209.9437764,0.359100228,0.162861202,11.78228473,0.632992104,-32.42396408,289,14310.3196,39920.4855
90,12,Astronium,graveolens ,astgra,16,58.63204059,233.73,235.8768,,0.1579846,14.17650605,,,289,14310.3196,39920.4855
90,12,Ateleia,herbert-smithii,ateher,7,62.6653326,222.12225,129.3277,,0.135689,12.32832577,,,289,14310.3196,39920.4855
90,12,Bursera,simaruba,bursim,15,3511.176733,8948.827125,203.3617275,0.241431789,0.169781997,13.08879774,0.964060743,-31.8976548,289,14310.3196,39920.4855
90,12,Calycophyllum,candidissimum,calcan,27,1109.124673,3405.5595,91.55,0.259799225,0.107666408,21.37181942,3.474662175,-28.76033089,289,14310.3196,39920.4855
90,12,Capparis ,indica,capind,15,166.0101949,571.99275,43.36054,,0.11735,13.29675976,,,289,14310.3196,39920.4855
90,12,Chomelia,spinosa,chospi,9,370.6208547,1144.497375,304,,0.081325,14.35588127,,,289,14310.3196,39920.4855
90,12,Cochlospermum,vitifolium,cocvit,5,2508.214998,6124.757625,58.55,0.328021517,0.105891824,17.1644105,2.268121526,-27.82635887,289,14310.3196,39920.4855
90,12,Cordia,panamensis,corpan,5,240.903097,750.337875,144.6944,,0.105568,16.07364117,,,289,14310.3196,39920.4855
90,12,Coursetia ,elliptica,coursetia elliptica,26,257.6575039,883.976625,244,,0.1330675,14.0542708,,,289,14310.3196,39920.4855
90,12,Erythroxylon,havanense,eryhav,5,38.19225945,140.56875,,,,,,,289,14310.3196,39920.4855
90,12,Exostema,mexicanum,exomex,28,1204.803787,3686.752125,37.4,0.241237988,0.166516439,13.05609831,2.363866954,-29.46441429,289,14310.3196,39920.4855
90,12,Genipa,americana,gename,2,85.29526406,271.16775,,,0.104514,16,2.3,-29.6,289,14310.3196,39920.4855
90,12,Guazuma,ulmifolia,guaulm,1,895.8360484,2362.633875,40.9,0.37175597,0.137730553,15.85730562,4.82489706,-29.67900589,289,14310.3196,39920.4855
90,12,Guettarda,macrosperma ,guamac,4,48.86678122,154.35,,,0.109214,14.09419557,,,289,14310.3196,39920.4855
90,12,Jacquinia,nervosa,jacner,12,257.5147817,861.69825,,,0.056725,46.3,1.7,-30.6,289,14310.3196,39920.4855
90,12,Krugiodendron ,ferreum,krufer,2,114.489064,414.351,,,0.1203325,15.02367747,,,289,14310.3196,39920.4855
90,12,Lonchocarpus ,,loncho,3,6.504334706,27.160875,,,,,,,289,14310.3196,39920.4855
90,12,Luehea,speciosa,luespe,8,261.106416,758.512125,264.017384,0.341848748,0.082984505,22.54502892,-0.763735614,-31.3921265,289,14310.3196,39920.4855
90,12,Machaerium,biovulatum,macbio,7,345.9789546,1035.405,,,0.079639,18.09310868,,,289,14310.3196,39920.4855
90,12,Manilkara,chicle,manchi,1,174.0254307,548.73,150.25,0.485314954,0.053649637,33.01211414,2.673436007,-30.1521096,289,14310.3196,39920.4855
90,12,Myrospermum ,frutescens,myrfru,8,477.238888,1191.652875,,,0.1595195,12.87139074,4.3,-30.8,289,14310.3196,39920.4855
90,12,Pisonia,macranthocarpa,pismac,10,411.6781363,1222.71975,,,,,,,289,14310.3196,39920.4855
90,12,Pseudobombax,,pseudobom,1,72.46235591,268.26975,,,,,,,289,14310.3196,39920.4855
90,12,Randia,subcordata,ransub,20,337.4417812,873.250875,222.4347691,0.324796234,0.074826736,16.53606801,3.12252491,-29.08525757,289,14310.3196,39920.4855
90,12,Randia , karstenii,rancar,1,1.94730644,8.575875,,,,,,,289,14310.3196,39920.4855
90,12,Sapranthus,palanga,sappal,12,138.5321671,523.049625,259.577195,0.291982355,0.201260363,10.51132493,2.59808939,-31.86776833,289,14310.3196,39920.4855
90,12,Semialarium,mexicanum,hemmex,16,589.9092061,1635.4485,138.7280809,0.313159402,,,,,289,14310.3196,39920.4855
90,12,Simarouba,glauca,simgla,1,9.447024119,35.350875,,,,,,,289,14310.3196,39920.4855
90,12,Spondias ,mombin,spomom,1,351.1507021,905.002875,,,,,,,289,14310.3196,39920.4855
90,12,Stemmadenia,obovata,steobo,6,66.77820994,236.76975,36.51515152,0.219311621,,10.68028475,4.565335178,-28.09567101,289,14310.3196,39920.4855
90,12,Tabebuea,ochracea,taboch,7,24.02560895,96.6735,254.3525155,0.33741291,0.155633368,10.06251994,1.876977735,-30.70583252,289,14310.3196,39920.4855
90,12,Ficus,,fig,1,2.220342403,9.646875,,,,,,,289,14310.3196,39920.4855
90,12,Tetracera,volubilis,tetvol,1,5.601229963,22.120875,258.31863,0.276635991,0.121439923,19.48494624,1.930675569,-32.9043988,289,14310.3196,39920.4855
90,12,Randia,monantha,,2,80.29358674,251.503875,,,,,,,289,14310.3196,39920.4855
120,13,Acacia,collinsii,acacol,1,1.818162373,8.064,,,,,,,243,14222.00374,35732.99363
120,13,Astronium,graveolens ,astgra,2,11.98945612,46.50975,278.8,,0.100536737,26.2,-1.3,-31.8,243,14222.00374,35732.99363
120,13,Tabebuea,ochracea,taboch,3,79.45118154,263.6235,254.3525155,0.33741291,0.155633368,10.06251994,1.876977735,-30.70583252,243,14222.00374,35732.99363
120,13,Brosimum ,alicastrum,broali,7,46.81738677,177.14025,157.3,0.425457941,0.086152574,25.9,0.6,-31.6,243,14222.00374,35732.99363
120,13,Calycophyllum,candidissimum,calcan,2,8.358773835,33.894,,,,,,,243,14222.00374,35732.99363
120,13,Casearia,sylvestris ,cassyl,2,33.8405117,118.983375,214.8703296,0.307936055,0.124110098,14.56351412,-0.15720577,-32.01232475,243,14222.00374,35732.99363
120,13,Cecropia,peltata,cecpel,2,14.43091067,55.39275,,,,,,,243,14222.00374,35732.99363
120,13,Chomelia,spinosa,chospi,1,1.574449053,7.0875,,,,,,,243,14222.00374,35732.99363
120,13,Dipterodendron,costaricensis,dipcos,4,827.7953421,2019.835125,132.2,,0.079935738,21.6,-1,-30.3,243,14222.00374,35732.99363
120,13,Enterolobium,cyclocarpum,entcyc,1,240.350189,644.1435,,,,,,,243,14222.00374,35732.99363
120,13,Faramea,occidentalis,farocc,2,5.33452347,22.743,156.1166716,0.384425793,0.078802228,23.4,-0.5,-31.5,243,14222.00374,35732.99363
120,13,Guettarda,macrosperma ,guamac,2,142.4204347,413.406,,,,,,,243,14222.00374,35732.99363
120,13,Hirtella,racemosa,hirrac,43,196.6727093,764.55225,120.1208333,0.401122924,0.101117487,19.2,-0.4,-31.1,243,14222.00374,35732.99363
120,13,Hymenaea,courbaril,hymcou,2,830.3728553,2082.661875,,,,,,,243,14222.00374,35732.99363
120,13,Luehea,speciosa,luespe,2,1051.619022,2484.444375,264.017384,0.341848748,0.082984505,22.54502892,-0.763735614,-31.3921265,243,14222.00374,35732.99363
120,13,Malpighia,glabra,malgla,47,374.5491191,1373.770125,142.0524804,0.463743049,0.075320062,27.8139063,2.09150701,-33.22893814,243,14222.00374,35732.99363
120,13,Manilkara,chicle,manchi,8,4162.548411,9869.09175,115.3816821,0.413329613,0.054973963,26.88873427,1.098771103,-31.78734879,243,14222.00374,35732.99363
120,13,Mouriri,myrtilloides,moumyr,45,503.5343755,1777.647375,159.5499608,0.442967715,0.087771447,25.2583,,-33.1401,243,14222.00374,35732.99363
120,13,Ocotea,veraguensis,ocover,1,24.11718402,81.9315,225.1949495,,0.069819947,23.4,-0.4,-31.2,243,14222.00374,35732.99363
120,13,Picramnia ,quaternaria,picqua,9,64.97347072,246.542625,195.714597,0.434567666,0.104919853,19.10601909,2.207902365,-33.32553009,243,14222.00374,35732.99363
120,13,Randia,subcordata,ransub,2,6.649060507,27.601875,,,,,,,243,14222.00374,35732.99363
120,13,Sebastiania ,pavoniana,sebpav,10,107.5394703,377.834625,171.3781772,0.415754383,0.082246063,13.90029276,0.013921144,-30.35162056,243,14222.00374,35732.99363
120,13,Sloanea,terniflora,sloter,3,842.8039149,2025.1035,127.1876228,,0.064495399,25.2,-0.2,-30.8,243,14222.00374,35732.99363
120,13,Ficus,,stranfig,13,4496.654711,10239.327,,,,,,,243,14222.00374,35732.99363
120,13,Tetracera,volubilis,tetvol,29,145.7881112,571.662,307.9108931,0.245093458,0.144934107,16.15978024,0.827061124,-32.34688858,243,14222.00374,35732.99363
120,14,Alibertia ,edulis,aliedu,3,4.326436605,19.60875,130.3512675,0.384820558,0.077098237,21.02328181,0.619483371,-31.11441456,223,23629.95449,53452.49963
120,14,Annona,purpurea ,annpur,1,37.28022905,121.086,363.9125683,,0.103011769,18.7,-0.1,-31.5,223,23629.95449,53452.49963
120,14,Brosimum ,alicastrum,broali,21,4114.899128,9005.1255,176.4540959,0.425457941,0.086152574,25.92832494,,-31.55764526,223,23629.95449,53452.49963
120,14,Bursera,simaruba,bursim,1,12.88316388,46.690875,203.3617275,0.241431789,0.169781997,13.08879774,0.964060743,-31.8976548,223,23629.95449,53452.49963
120,14,Calycophyllum,candidissimum,calcan,5,62.13028238,222.791625,355.1358465,0.180176377,,,,,223,23629.95449,53452.49963
120,14,Castilla ,elastica,casela,5,733.453677,1938.27375,164.7466283,0.246595786,0.100027924,21.90827439,,-28.39787033,223,23629.95449,53452.49963
120,14,Coccoloba ,guanacastensis,cocgua,21,354.8598132,1201.8825,151.4405143,0.456174432,0.085994104,18.12249739,3.000729017,-33.66170792,223,23629.95449,53452.49963
120,14,Cordia,panamensis,corpan,1,13.25925668,47.9115,291.0913978,,0.096017128,16.3,0,-31,223,23629.95449,53452.49963
120,14,Cupania,guatemalensis,cupgua,3,143.3122565,453.0015,183.0742424,,0.121618168,16,0.8,-31.9,223,23629.95449,53452.49963
120,14,Guettarda,macrosperma ,guamac,2,21.84252362,79.128,369.6,,0.1,18.3,0.5,-34,223,23629.95449,53452.49963
120,14,Hymenaea,courbaril,hymcou,5,12754.85891,26049.26363,120.9,,0.061577816,24.4,-0.8,-30.8,223,23629.95449,53452.49963
120,14,Ixora,floribunda,ixoflo,3,49.46495943,174.013875,127.0411646,0.358056117,,,,,223,23629.95449,53452.49963
120,14,Malpighia,glabra,malgla,12,38.21291732,157.460625,144.5693556,0.407812007,0.075320062,27.8139063,2.09150701,-33.22893814,223,23629.95449,53452.49963
120,14,Lonchocarpus ,,loncho,1,8.23526615,31.255875,,,,,,,223,23629.95449,53452.49963
120,14,Manilkara,chicle,manchi,8,372.2218858,1049.241375,121.1904983,0.392717718,0.054973963,26.88873427,1.098771103,-31.78734879,223,23629.95449,53452.49963
120,14,Mouriri,myrtilloides,moumyr,100,858.4564889,3098.5605,159.5499608,0.442967715,0.087771447,25.25830575,,-33.14011169,223,23629.95449,53452.49963
120,14,Picramnia ,quaternaria,picqua,12,91.94660856,341.688375,214.0532054,0.387852405,0.104919853,19.10601909,2.207902365,-33.32553009,223,23629.95449,53452.49963
120,14,Samanea ,saman,samsam,1,2213.301388,4717.7235,,,,,,,223,23629.95449,53452.49963
120,14,Tabebuea,ochracea,taboch,1,86.65057243,257.992875,254.3525155,0.33741291,0.155633368,10.06251994,1.876977735,-30.70583252,223,23629.95449,53452.49963
120,14,Spondias ,mombin,spomom,2,879.519907,2151.835875,,,0.113745,18.8,3.4,-30.3,223,23629.95449,53452.49963
120,14,Ficus,,stranfig,5,504.1685126,1466.128125,,,,,,,223,23629.95449,53452.49963
120,14,Pseudobombax,sudobomb,pseudobom,1,186.0941909,512.071875,,,,,,,223,23629.95449,53452.49963
120,14,Acosmium,panamense,acopan,3,57.86620898,190.14975,,,,,,,223,23629.95449,53452.49963
120,14,Tetracera,volubilis,tetvol,5,17.45064637,71.701875,307.0473148,0.254156362,0.144934107,16.15978024,0.827061124,-32.34688858,223,23629.95449,53452.49963
120,14,Zanthoxylum,setulosum,zanset,1,13.25925668,47.9115,230.8944785,,0.118434265,20.6,0.5,-29.2,223,23629.95449,53452.49963
