TaxID;Order;Family;Genus;Scientific_name;AdultBodyMass_g;Sources_AdultBodyMass;Max_longevity_d;Sources_Max_longevity;Rspan_d;AFR_d;Data_AFR;Calculated_GL_d;GenerationLength_d;Sources_GL
5631;Eulipotyphla;Soricidae;Crocidura;Crocidura gracilipes;6.69;PanTHERIA;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
41369;Eulipotyphla;Soricidae;Crocidura;Crocidura zarudnyi;6.708;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
29655;Eulipotyphla;Soricidae;Crocidura;Crocidura sicula;6.9;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
5616;Eulipotyphla;Soricidae;Crocidura;Crocidura religiosa;7;PanTHERIA;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
41325;Eulipotyphla;Soricidae;Crocidura;Crocidura jacksoni;7;PanTHERIA;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
41357;Eulipotyphla;Soricidae;Crocidura;Crocidura silacea;7;PanTHERIA;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
40626;Eulipotyphla;Soricidae;Crocidura;Crocidura denti;7;Smith et al. 2003;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
5620;Eulipotyphla;Soricidae;Crocidura;Crocidura allex;7;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
41341;Eulipotyphla;Soricidae;Crocidura;Crocidura nana;7;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
5560;Eulipotyphla;Soricidae;Crocidura;Crocidura canariensis;7.5;PanTHERIA;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
41336;Eulipotyphla;Soricidae;Crocidura;Crocidura maxi;7.53;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
5588;Eulipotyphla;Soricidae;Crocidura;Crocidura zimmermanni;7.76;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
40624;Eulipotyphla;Soricidae;Crocidura;Crocidura crossei;8;PanTHERIA;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
5569;Eulipotyphla;Soricidae;Crocidura;Crocidura lanosa;8.0254541788;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
5558;Eulipotyphla;Soricidae;Crocidura;Crocidura ansellorum;8.1573405564;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
5559;Eulipotyphla;Soricidae;Crocidura;Crocidura baileyi;8.1573405564;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
5561;Eulipotyphla;Soricidae;Crocidura;Crocidura congobelgica;8.1573405564;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
5566;Eulipotyphla;Soricidae;Crocidura;Crocidura glassi;8.1573405564;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
5570;Eulipotyphla;Soricidae;Crocidura;Crocidura latona;8.1573405564;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
5572;Eulipotyphla;Soricidae;Crocidura;Crocidura lucina;8.1573405564;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
5575;Eulipotyphla;Soricidae;Crocidura;Crocidura manengubae;8.1573405564;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
5580;Eulipotyphla;Soricidae;Crocidura;Crocidura phaeura;8.1573405564;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
5582;Eulipotyphla;Soricidae;Crocidura;Crocidura stenocephala;8.1573405564;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
5585;Eulipotyphla;Soricidae;Crocidura;Crocidura thalia;8.1573405564;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
5594;Eulipotyphla;Soricidae;Crocidura;Crocidura thomensis;8.1573405564;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
5598;Eulipotyphla;Soricidae;Crocidura;Crocidura beccarii;8.1573405564;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
5603;Eulipotyphla;Soricidae;Crocidura;Crocidura hispida;8.1573405564;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
5613;Eulipotyphla;Soricidae;Crocidura;Crocidura palawanensis;8.1573405564;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
5622;Eulipotyphla;Soricidae;Crocidura;Crocidura bottegoides;8.1573405564;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
5623;Eulipotyphla;Soricidae;Crocidura;Crocidura caliginea;8.1573405564;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
5632;Eulipotyphla;Soricidae;Crocidura;Crocidura greenwoodi;8.1573405564;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
5633;Eulipotyphla;Soricidae;Crocidura;Crocidura harenna;8.1573405564;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
5634;Eulipotyphla;Soricidae;Crocidura;Crocidura macmillani;8.1573405564;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
5636;Eulipotyphla;Soricidae;Crocidura;Crocidura picea;8.1573405564;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
29654;Eulipotyphla;Soricidae;Crocidura;Crocidura serezkyensis;8.1573405564;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
40618;Eulipotyphla;Soricidae;Crocidura;Crocidura arabica;8.1573405564;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
40623;Eulipotyphla;Soricidae;Crocidura;Crocidura pachyura;8.1573405564;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
41317;Eulipotyphla;Soricidae;Crocidura;Crocidura cinderella;8.1573405564;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
41333;Eulipotyphla;Soricidae;Crocidura;Crocidura macarthuri;8.1573405564;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
41339;Eulipotyphla;Soricidae;Crocidura;Crocidura muricauda;8.1573405564;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
41349;Eulipotyphla;Soricidae;Crocidura;Crocidura parvipes;8.1573405564;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
41358;Eulipotyphla;Soricidae;Crocidura;Crocidura smithii;8.1573405564;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
41360;Eulipotyphla;Soricidae;Crocidura;Crocidura tarella;8.1573405564;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
41365;Eulipotyphla;Soricidae;Crocidura;Crocidura voi;8.1573405564;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
136379;Eulipotyphla;Soricidae;Crocidura;Crocidura trichura;8.1573405564;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
136454;Eulipotyphla;Soricidae;Crocidura;Crocidura vorax;8.1573405564;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
136726;Eulipotyphla;Soricidae;Crocidura;Crocidura baluensis;8.1573405564;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
136733;Eulipotyphla;Soricidae;Crocidura;Crocidura indochinensis;8.1573405564;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
5614;Eulipotyphla;Soricidae;Crocidura;Crocidura paradoxura;8.23;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
40625;Eulipotyphla;Soricidae;Crocidura;Crocidura cyanea;8.58;PanTHERIA;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
136327;Eulipotyphla;Soricidae;Crocidura;Crocidura jouvenetae;9.79;PanTHERIA;no information;no information;no information;no information;no information;no information;409.171225;Mean_congenerics_same_body_mass
41400;Eulipotyphla;Soricidae;Sorex;Sorex hoyi;3.37;PanTHERIA;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
29666;Eulipotyphla;Soricidae;Sorex;Sorex minutissimus;2.46;PanTHERIA;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
41406;Eulipotyphla;Soricidae;Sorex;Sorex nanus;2.57;PanTHERIA;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
20396;Eulipotyphla;Soricidae;Sorex;Sorex arizonae;2.7;PanTHERIA;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
41413;Eulipotyphla;Soricidae;Sorex;Sorex preblei;3.14;PanTHERIA;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
20386;Eulipotyphla;Soricidae;Sorex;Sorex hosonoi;3.25;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
41401;Eulipotyphla;Soricidae;Sorex;Sorex longirostris;3.29;PanTHERIA;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
41399;Eulipotyphla;Soricidae;Sorex;Sorex haydeni;3.5;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
41423;Eulipotyphla;Soricidae;Sorex;Sorex ugyunak;3.6;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
41419;Eulipotyphla;Soricidae;Sorex;Sorex tenellus;3.8;PanTHERIA;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
20397;Eulipotyphla;Soricidae;Sorex;Sorex milleri;4.07;PanTHERIA;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
41398;Eulipotyphla;Soricidae;Sorex;Sorex gracillimus;4.4;PanTHERIA;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
41416;Eulipotyphla;Soricidae;Sorex;Sorex saussurei;4.65;PanTHERIA;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
41394;Eulipotyphla;Soricidae;Sorex;Sorex dispar;4.99;PanTHERIA;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
41402;Eulipotyphla;Soricidae;Sorex;Sorex lyelli;4.99;PanTHERIA;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
41421;Eulipotyphla;Soricidae;Sorex;Sorex trowbridgii;5.02;PanTHERIA;547.5;PanTHERIA;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
41403;Eulipotyphla;Soricidae;Sorex;Sorex merriami;5.99;PanTHERIA;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
41417;Eulipotyphla;Soricidae;Sorex;Sorex shinto;6;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
20390;Eulipotyphla;Soricidae;Sorex;Sorex jacksoni;6.01;PanTHERIA;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
29662;Eulipotyphla;Soricidae;Sorex;Sorex caecutiens;6.3;PanTHERIA;912.5;"PanTHERIA;AnAge";no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
29664;Eulipotyphla;Soricidae;Sorex;Sorex granarius;6.39;PanTHERIA;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
41405;Eulipotyphla;Soricidae;Sorex;Sorex monticolus;6.92;PanTHERIA;486.66666665;PanTHERIA;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
136608;Eulipotyphla;Soricidae;Sorex;Sorex neomexicanus;7;Encyclopedia of Life_(eol.org);no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
20393;Eulipotyphla;Soricidae;Sorex;Sorex oreopolus;7;PanTHERIA;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
20394;Eulipotyphla;Soricidae;Sorex;Sorex sclateri;7;PanTHERIA;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
20395;Eulipotyphla;Soricidae;Sorex;Sorex stizodon;7;PanTHERIA;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
41395;Eulipotyphla;Soricidae;Sorex;Sorex emarginatus;7;PanTHERIA;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
41426;Eulipotyphla;Soricidae;Sorex;Sorex ventralis;7;PanTHERIA;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
136779;Eulipotyphla;Soricidae;Sorex;Sorex maritimensis;7.2;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
20383;Eulipotyphla;Soricidae;Sorex;Sorex cansulus;7.3254183239;Mean_congenerics;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
20384;Eulipotyphla;Soricidae;Sorex;Sorex cylindricauda;7.3254183239;Mean_congenerics;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
20387;Eulipotyphla;Soricidae;Sorex;Sorex kozlovi;7.3254183239;Mean_congenerics;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
20388;Eulipotyphla;Soricidae;Sorex;Sorex leucogaster;7.3254183239;Mean_congenerics;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
20389;Eulipotyphla;Soricidae;Sorex;Sorex sinalis;7.3254183239;Mean_congenerics;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
20391;Eulipotyphla;Soricidae;Sorex;Sorex pribilofensis;7.3254183239;Mean_congenerics;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
41388;Eulipotyphla;Soricidae;Sorex;Sorex bedfordiae;7.3254183239;Mean_congenerics;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
41391;Eulipotyphla;Soricidae;Sorex;Sorex camtschatica;7.3254183239;Mean_congenerics;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
41411;Eulipotyphla;Soricidae;Sorex;Sorex planiceps;7.3254183239;Mean_congenerics;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
41412;Eulipotyphla;Soricidae;Sorex;Sorex portenkoi;7.3254183239;Mean_congenerics;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
41420;Eulipotyphla;Soricidae;Sorex;Sorex thibetanus;7.3254183239;Mean_congenerics;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
136282;Eulipotyphla;Soricidae;Sorex;Sorex rohweri;7.3254183239;Mean_congenerics;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
136318;Eulipotyphla;Soricidae;Sorex;Sorex arunchi;7.3254183239;Mean_congenerics;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
136339;Eulipotyphla;Soricidae;Sorex;Sorex ixtlanensis;7.3254183239;Mean_congenerics;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
136542;Eulipotyphla;Soricidae;Sorex;Sorex yukonicus;7.3254183239;Mean_congenerics;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
136656;Eulipotyphla;Soricidae;Sorex;Sorex mediopua;7.3254183239;Mean_congenerics;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
136698;Eulipotyphla;Soricidae;Sorex;Sorex orizabae;7.3254183239;Mean_congenerics;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
136811;Eulipotyphla;Soricidae;Sorex;Sorex veraecrucis;7.3254183239;Mean_congenerics;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
136814;Eulipotyphla;Soricidae;Sorex;Sorex antinorii;7.3254183239;Mean_congenerics;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
41427;Eulipotyphla;Soricidae;Sorex;Sorex veraepacis;7.5;PanTHERIA;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
20385;Eulipotyphla;Soricidae;Sorex;Sorex excelsus;7.5;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
41422;Eulipotyphla;Soricidae;Sorex;Sorex tundrensis;7.65;PanTHERIA;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
41386;Eulipotyphla;Soricidae;Sorex;Sorex asper;7.945;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
29660;Eulipotyphla;Soricidae;Sorex;Sorex alpinus;8.04;PanTHERIA;474.5;PanTHERIA;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
41393;Eulipotyphla;Soricidae;Sorex;Sorex daphaenodon;8.1;PanTHERIA;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
41390;Eulipotyphla;Soricidae;Sorex;Sorex buchariensis;8.1573405564;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
41415;Eulipotyphla;Soricidae;Sorex;Sorex satunini;8.1573405564;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
20411;Eulipotyphla;Soricidae;Sorex;Sorex samniticus;8.24;PanTHERIA;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
41418;Eulipotyphla;Soricidae;Sorex;Sorex sonomae;8.3;PanTHERIA;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
41387;Eulipotyphla;Soricidae;Sorex;Sorex bairdi;8.33;PanTHERIA;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
20392;Eulipotyphla;Soricidae;Sorex;Sorex macrodon;8.61;PanTHERIA;no information;no information;no information;no information;no information;no information;422.8845979179;Mean_congenerics_same_body_mass
21219;Eulipotyphla;Soricidae;Sylvisorex;Sylvisorex vulcanorum;3.49;PanTHERIA;no information;no information;no information;no information;no information;no information;426.9101194453;Mean_family_same_body_mass
41444;Eulipotyphla;Soricidae;Sylvisorex;Sylvisorex johnstoni;3.19;PanTHERIA;no information;no information;no information;no information;no information;no information;426.9101194453;Mean_family_same_body_mass
41443;Eulipotyphla;Soricidae;Sylvisorex;Sylvisorex granti;4;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;426.9101194453;Mean_family_same_body_mass
21216;Eulipotyphla;Soricidae;Sylvisorex;Sylvisorex howelli;4.317;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;426.9101194453;Mean_family_same_body_mass
41456;Eulipotyphla;Soricidae;Notiosorex;Notiosorex crawfordi;4.79;PanTHERIA;456.25;PanTHERIA;no information;no information;no information;no information;426.9101194453;Mean_family_same_body_mass
136666;Eulipotyphla;Soricidae;Notiosorex;Notiosorex cockrumi;5.035;Mean_congenerics;no information;no information;no information;no information;no information;no information;426.9101194453;Mean_family_same_body_mass
136688;Eulipotyphla;Soricidae;Notiosorex;Notiosorex villai;5.035;Mean_congenerics;no information;no information;no information;no information;no information;no information;426.9101194453;Mean_family_same_body_mass
45050;Eulipotyphla;Soricidae;Sylvisorex;Sylvisorex konganensis;5.15;PanTHERIA;no information;no information;no information;no information;no information;no information;426.9101194453;Mean_family_same_body_mass
136273;Eulipotyphla;Soricidae;Notiosorex;Notiosorex evotis;5.28;PanTHERIA;no information;no information;no information;no information;no information;no information;426.9101194453;Mean_family_same_body_mass
20416;Eulipotyphla;Soricidae;Chodsigoa;Chodsigoa salenskii;5.49;PanTHERIA;no information;no information;no information;no information;no information;no information;426.9101194453;Mean_family_same_body_mass
45051;Eulipotyphla;Soricidae;Sylvisorex;Sylvisorex camerunensis;5.5;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;426.9101194453;Mean_family_same_body_mass
41428;Eulipotyphla;Soricidae;Episoriculus;Episoriculus caudatus;6.27;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;426.9101194453;Mean_family_same_body_mass
41429;Eulipotyphla;Soricidae;Episoriculus;Episoriculus fumidus;6.95;PanTHERIA;no information;no information;no information;no information;no information;no information;426.9101194453;Mean_family_same_body_mass
41435;Eulipotyphla;Soricidae;Chodsigoa;Chodsigoa parca;8;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;426.9101194453;Mean_family_same_body_mass
136365;Eulipotyphla;Soricidae;Blarinella;Blarinella griselda;8;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;426.9101194453;Mean_family_same_body_mass
14106;Eulipotyphla;Soricidae;Myosorex;Myosorex eisentrauti;8.1573405564;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;426.9101194453;Mean_family_same_body_mass
14112;Eulipotyphla;Soricidae;Myosorex;Myosorex okuensis;8.1573405564;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;426.9101194453;Mean_family_same_body_mass
14114;Eulipotyphla;Soricidae;Myosorex;Myosorex sclateri;8.1573405564;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;426.9101194453;Mean_family_same_body_mass
16043;Eulipotyphla;Soricidae;Paracrocidura;Paracrocidura maxima;8.1573405564;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;426.9101194453;Mean_family_same_body_mass
20332;Eulipotyphla;Soricidae;Solisorex;Solisorex pearsoni;8.1573405564;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;426.9101194453;Mean_family_same_body_mass
21220;Eulipotyphla;Soricidae;Sylvisorex;Sylvisorex isabellae;8.1573405564;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;426.9101194453;Mean_family_same_body_mass
41430;Eulipotyphla;Soricidae;Chodsigoa;Chodsigoa hypsibia;8.1573405564;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;426.9101194453;Mean_family_same_body_mass
41431;Eulipotyphla;Soricidae;Chodsigoa;Chodsigoa lamula;8.1573405564;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;426.9101194453;Mean_family_same_body_mass
41433;Eulipotyphla;Soricidae;Episoriculus;Episoriculus macrurus;8.1573405564;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;426.9101194453;Mean_family_same_body_mass
136257;Eulipotyphla;Soricidae;Anourosorex;Anourosorex yamashinai;8.1573405564;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;426.9101194453;Mean_family_same_body_mass
21222;Eulipotyphla;Soricidae;Sylvisorex;Sylvisorex oriundus;8.2955018246;Mean_congenerics;no information;no information;no information;no information;no information;no information;426.9101194453;Mean_family_same_body_mass
45049;Eulipotyphla;Soricidae;Sylvisorex;Sylvisorex pluvialis;8.2955018246;Mean_congenerics;no information;no information;no information;no information;no information;no information;426.9101194453;Mean_family_same_body_mass
21135;Eulipotyphla;Soricidae;Surdisorex;Surdisorex polulus;8.99;PanTHERIA;no information;no information;no information;no information;no information;no information;426.9101194453;Mean_family_same_body_mass
41380;Eulipotyphla;Soricidae;Myosorex;Myosorex babaulti;9.1303092243;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;426.9101194453;Mean_family_same_body_mass
14107;Eulipotyphla;Soricidae;Myosorex;Myosorex geata;9.34;PanTHERIA;no information;no information;no information;no information;no information;no information;426.9101194453;Mean_family_same_body_mass
41432;Eulipotyphla;Soricidae;Episoriculus;Episoriculus leucops;9.35;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;426.9101194453;Mean_family_same_body_mass
136259;Eulipotyphla;Soricidae;Chodsigoa;Chodsigoa caovansunga;9.7129362226;Mean_congenerics;no information;no information;no information;no information;no information;no information;426.9101194453;Mean_family_same_body_mass
136298;Eulipotyphla;Soricidae;Chodsigoa;Chodsigoa parva;9.7129362226;Mean_congenerics;no information;no information;no information;no information;no information;no information;426.9101194453;Mean_family_same_body_mass
136760;Eulipotyphla;Soricidae;Chodsigoa;Chodsigoa sodalis;9.7129362226;Mean_congenerics;no information;no information;no information;no information;no information;no information;426.9101194453;Mean_family_same_body_mass
40632;Eulipotyphla;Soricidae;Crocidura;Crocidura fulvastra;10;PanTHERIA;no information;no information;no information;no information;no information;no information;427.67965;Mean_congenerics_same_body_mass
40622;Eulipotyphla;Soricidae;Crocidura;Crocidura buettikoferi;10;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;427.67965;Mean_congenerics_same_body_mass
136270;Eulipotyphla;Soricidae;Crocidura;Crocidura arispa;10;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;427.67965;Mean_congenerics_same_body_mass
5608;Eulipotyphla;Soricidae;Crocidura;Crocidura miya;10.2;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;427.67965;Mean_congenerics_same_body_mass
40627;Eulipotyphla;Soricidae;Crocidura;Crocidura dsinezumi;10.21;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;427.67965;Mean_congenerics_same_body_mass
136578;Eulipotyphla;Soricidae;Crocidura;Crocidura foetida;10.25;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;427.67965;Mean_congenerics_same_body_mass
41322;Eulipotyphla;Soricidae;Crocidura;Crocidura hildegardeae;10.28;PanTHERIA;no information;no information;no information;no information;no information;no information;427.67965;Mean_congenerics_same_body_mass
