ID,clone,size,pop,ad,afr,ro
1033,42,Large,ISM,66,13,65
1034,42,Large,ISM,48,12,45
1036,42,Large,ISM,21,15,13
1037,42,Large,ISM,53,11,61
1038,42,Large,ISM,40,13,45
1040,42,Large,ISM,30,12,22
1041,42,Large,ISM,38,12,36
1042,42,Large,ISM,20,11,8
1043,42,Large,ISM,17,12,7
1044,42,Large,ISM,38,11,38
1045,42,Large,ISM,71,12,82
1046,42,Large,ISM,21,12,20
1047,42,Large,ISM,27,13,30
1048,42,Large,ISM,47,12,65
1049,42,Large,ISM,33,11,33
1050,42,Large,ISM,60,11,72
1051,43,Large,ISM,27,14,30
1052,43,Large,ISM,47,12,60
1054,43,Large,ISM,21,15,23
1055,43,Large,ISM,43,11,44
1057,43,Large,ISM,28,11,16
1058,43,Large,ISM,32,11,34
1059,43,Large,ISM,21,14,25
1060,43,Large,ISM,64,11,70
1061,43,Large,ISM,24,15,23
1063,43,Large,ISM,30,15,36
1064,43,Large,ISM,37,12,45
1065,43,Large,ISM,22,14,24
1066,43,Large,ISM,60,14,66
1067,43,Large,ISM,61,13,82
1069,43,Large,ISM,50,13,45
1070,43,Large,ISM,34,13,47
1071,43,Large,ISM,36,12,58
1072,43,Large,ISM,27,12,24
1073,43,Large,ISM,18,14,11
1074,43,Large,ISM,27,13,24
1075,43,Large,ISM,45,13,43
1076,44,Large,ISM,20,12,11
1078,44,Large,ISM,39,15,56
1079,44,Large,ISM,68,13,79
1081,44,Large,ISM,44,13,31
1082,44,Large,ISM,51,11,54
1083,44,Large,ISM,16,14,6
1084,44,Large,ISM,41,14,30
1085,44,Large,ISM,32,12,33
1086,44,Large,ISM,46,11,51
1089,44,Large,ISM,47,12,49
1090,44,Large,ISM,70,14,70
1091,44,Large,ISM,48,13,63
1092,44,Large,ISM,66,11,68
1094,44,Large,ISM,61,15,67
1095,44,Large,ISM,45,13,47
1097,44,Large,ISM,61,11,66
1098,44,Large,ISM,27,13,11
1099,44,Large,ISM,20,13,13
1100,44,Large,ISM,51,15,55
1101,45,Large,ISM,59,12,87
1102,45,Large,ISM,65,11,110
1103,45,Large,ISM,28,12,47
1104,45,Large,ISM,60,11,98
1106,45,Large,ISM,67,11,102
1107,45,Large,ISM,25,11,33
1108,45,Large,ISM,20,11,7
1109,45,Large,ISM,61,12,148
1112,45,Large,ISM,53,11,118
1114,45,Large,ISM,54,13,111
1115,45,Large,ISM,54,13,80
1116,45,Large,ISM,23,11,9
1118,45,Large,ISM,58,13,75
1119,45,Large,ISM,37,11,72
1120,45,Large,ISM,30,11,33
1121,45,Large,ISM,78,13,153
1122,45,Large,ISM,31,11,41
1123,45,Large,ISM,55,13,150
1124,45,Large,ISM,54,11,105
1125,45,Large,ISM,22,11,9
1127,46,Large,ISM,46,11,109
1128,46,Large,ISM,27,13,26
1129,46,Large,ISM,49,11,89
1131,46,Large,ISM,51,11,94
1132,46,Large,ISM,66,12,139
1134,46,Large,ISM,30,12,33
1135,46,Large,ISM,41,13,86
1136,46,Large,ISM,52,13,90
1138,46,Large,ISM,59,11,127
1139,46,Large,ISM,22,12,23
1140,46,Large,ISM,60,11,117
1142,46,Large,ISM,76,11,162
1143,46,Large,ISM,30,13,34
1144,46,Large,ISM,50,11,99
1145,46,Large,ISM,78,12,126
1147,46,Large,ISM,24,11,28
1148,46,Large,ISM,68,11,109
1149,46,Large,ISM,71,13,151
1150,46,Large,ISM,49,11,101
1152,47,Large,ISM,41,11,64
1154,47,Large,ISM,18,13,14
1155,47,Large,ISM,46,11,68
1156,47,Large,ISM,33,13,36
1158,47,Large,ISM,39,11,54
1159,47,Large,ISM,50,11,139
1161,47,Large,ISM,27,12,44
1162,47,Large,ISM,54,12,104
1167,47,Large,ISM,59,11,115
1168,47,Large,ISM,60,13,157
1169,47,Large,ISM,23,12,10
1170,47,Large,ISM,72,11,95
1171,47,Large,ISM,81,13,173
1172,47,Large,ISM,77,13,127
1173,47,Large,ISM,20,11,15
1174,47,Large,ISM,65,11,132
1175,47,Large,ISM,35,12,47
1176,48,Large,ISM,27,11,12
1177,48,Large,ISM,54,13,137
1179,48,Large,ISM,27,11,24
1180,48,Large,ISM,40,11,55
1182,48,Large,ISM,54,13,102
1183,48,Large,ISM,73,11,149
1185,48,Large,ISM,30,12,33
1186,48,Large,ISM,66,11,94
1188,48,Large,ISM,64,12,115
1190,48,Large,ISM,63,11,117
1191,48,Large,ISM,31,13,33
1192,48,Large,ISM,60,11,108
1193,48,Large,ISM,66,12,157
1195,48,Large,ISM,58,12,108
1196,48,Large,ISM,17,13,6
1197,48,Large,ISM,57,12,74
1198,48,Large,ISM,52,13,68
1199,48,Large,ISM,36,12,47
1201,49,Small,KOR,40,11,92
1202,49,Small,KOR,27,12,34
1203,49,Small,KOR,40,12,57
1205,49,Small,KOR,61,11,92
1206,49,Small,KOR,27,13,31
1207,49,Small,KOR,41,12,80
1208,49,Small,KOR,18,11,20
1209,49,Small,KOR,71,13,109
1210,49,Small,KOR,34,12,67
1211,49,Small,KOR,39,11,41
1212,49,Small,KOR,60,12,97
1213,49,Small,KOR,51,11,95
1214,49,Small,KOR,21,11,37
1215,49,Small,KOR,55,12,96
1216,49,Small,KOR,39,13,72
1217,49,Small,KOR,35,13,76
1218,49,Small,KOR,58,11,86
1219,49,Small,KOR,50,11,76
1220,49,Small,KOR,19,12,6
1221,49,Small,KOR,48,13,87
1223,49,Small,KOR,22,13,22
1224,49,Small,KOR,47,11,95
1225,49,Small,KOR,30,11,39
1226,50,Small,KOR,40,13,54
1227,50,Small,KOR,38,12,73
1228,50,Small,KOR,37,11,76
1229,50,Small,KOR,52,11,74
1230,50,Small,KOR,50,13,56
1232,50,Small,KOR,58,12,92
1233,50,Small,KOR,64,13,128
1234,50,Small,KOR,60,11,109
1235,50,Small,KOR,28,11,52
1236,50,Small,KOR,79,11,93
1237,50,Small,KOR,41,11,104
1238,50,Small,KOR,72,12,121
1239,50,Small,KOR,76,11,123
1241,50,Small,KOR,77,13,111
1242,50,Small,KOR,68,13,92
1243,50,Small,KOR,62,12,94
1244,50,Small,KOR,36,12,47
1245,50,Small,KOR,81,12,107
1246,50,Small,KOR,70,11,78
1247,50,Small,KOR,72,11,89
1248,50,Small,KOR,42,11,60
1249,50,Small,KOR,47,13,83
1250,50,Small,KOR,33,13,58
1251,51,Small,KOR,50,12,69
1252,51,Small,KOR,47,12,84
1254,51,Small,KOR,55,12,95
1255,51,Small,KOR,60,13,103
1256,51,Small,KOR,30,11,48
1257,51,Small,KOR,22,13,20
1258,51,Small,KOR,61,13,83
1259,51,Small,KOR,67,13,99
1260,51,Small,KOR,69,13,127
1262,51,Small,KOR,73,12,113
1263,51,Small,KOR,77,12,101
1264,51,Small,KOR,30,13,63
1265,51,Small,KOR,70,11,111
1267,51,Small,KOR,76,11,107
1268,51,Small,KOR,75,12,87
1269,51,Small,KOR,56,13,95
1270,51,Small,KOR,51,12,94
1271,51,Small,KOR,32,13,70
1272,51,Small,KOR,48,12,96
1273,51,Small,KOR,45,11,69
1274,51,Small,KOR,44,13,94
1275,51,Small,KOR,26,12,20
1277,52,Small,KOR,34,12,65
1278,52,Small,KOR,38,12,83
1279,52,Small,KOR,40,12,60
1280,52,Small,KOR,27,12,42
1281,52,Small,KOR,55,13,69
1282,52,Small,KOR,26,13,36
1283,52,Small,KOR,38,11,69
1284,52,Small,KOR,60,11,97
1285,52,Small,KOR,66,13,94
1286,52,Small,KOR,75,13,124
1287,52,Small,KOR,19,12,16
1288,52,Small,KOR,80,11,102
1289,52,Small,KOR,60,12,84
1290,52,Small,KOR,76,11,91
1291,52,Small,KOR,22,13,30
1292,52,Small,KOR,41,12,73
1293,52,Small,KOR,77,13,92
1294,52,Small,KOR,70,12,102
1295,52,Small,KOR,71,13,99
1296,52,Small,KOR,58,11,79
1298,52,Small,KOR,48,12,80
1299,52,Small,KOR,44,11,65
1300,52,Small,KOR,31,11,65
1301,53,Small,KOR,27,12,44
1302,53,Small,KOR,30,12,18
1304,53,Small,KOR,33,13,44
1306,53,Small,KOR,66,12,146
1307,53,Small,KOR,65,12,113
1308,53,Small,KOR,37,12,79
1309,53,Small,KOR,40,14,60
1310,53,Small,KOR,41,15,76
1311,53,Small,KOR,22,12,23
1312,53,Small,KOR,23,12,18
1313,53,Small,KOR,40,15,77
1314,53,Small,KOR,44,15,52
1315,53,Small,KOR,49,11,92
1319,53,Small,KOR,55,14,134
1320,53,Small,KOR,52,12,90
1321,53,Small,KOR,32,11,52
1322,53,Small,KOR,61,11,71
1323,53,Small,KOR,50,12,91
1324,53,Small,KOR,37,14,61
1326,54,Small,KOR,26,14,25
1327,54,Small,KOR,66,11,73
1329,54,Small,KOR,64,12,91
1331,54,Small,KOR,62,13,98
1332,54,Small,KOR,60,11,117
1333,54,Small,KOR,56,13,99
1335,54,Small,KOR,33,11,65
1336,54,Small,KOR,44,15,81
1337,54,Small,KOR,20,15,17
1338,54,Small,KOR,32,15,34
1339,54,Small,KOR,58,14,98
1340,54,Small,KOR,44,15,75
1342,54,Small,KOR,65,14,65
1343,54,Small,KOR,37,11,35
1344,54,Small,KOR,17,13,10
1345,54,Small,KOR,55,14,103
1347,54,Small,KOR,34,12,60
1348,54,Small,KOR,22,13,33
1349,54,Small,KOR,45,11,55
1350,54,Small,KOR,36,13,68
1354,55,Small,KOR,37,12,59
1355,55,Small,KOR,44,13,63
1356,55,Small,KOR,21,13,28
1357,55,Small,KOR,18,11,6
1358,55,Small,KOR,48,12,66
1360,55,Small,KOR,44,13,71
1361,55,Small,KOR,27,13,33
1362,55,Small,KOR,37,12,53
1363,55,Small,KOR,61,11,84
1364,55,Small,KOR,59,12,106
1366,55,Small,KOR,44,12,69
1367,55,Small,KOR,40,13,56
1368,55,Small,KOR,52,11,91
1369,55,Small,KOR,50,11,122
1371,55,Small,KOR,22,12,19
1372,55,Small,KOR,60,11,109
1373,55,Small,KOR,55,12,84
1374,55,Small,KOR,57,11,99
1375,55,Small,KOR,40,12,69
1377,56,Small,KOR,29,11,39
1378,56,Small,KOR,49,13,69
1380,56,Small,KOR,48,13,74
1381,56,Small,KOR,30,13,38
1382,56,Small,KOR,44,11,72
1383,56,Small,KOR,31,12,37
1384,56,Small,KOR,50,12,104
1385,56,Small,KOR,28,12,43
1386,56,Small,KOR,40,13,60
1388,56,Small,KOR,55,13,69
1389,56,Small,KOR,41,15,77
1390,56,Small,KOR,22,14,27
1391,56,Small,KOR,52,12,91
1392,56,Small,KOR,68,11,79
1394,56,Small,KOR,61,13,80
1395,56,Small,KOR,30,11,22
1396,56,Small,KOR,65,12,106
1397,56,Small,KOR,62,14,87
1401,57,Small,KOR,20,11,9
1402,57,Small,KOR,37,11,76
1403,57,Small,KOR,88,13,145
1405,57,Small,KOR,70,11,184
1406,57,Small,KOR,58,12,169
1407,57,Small,KOR,25,13,16
1408,57,Small,KOR,76,11,221
1409,57,Small,KOR,99,11,223
1411,57,Small,KOR,104,12,259
1412,57,Small,KOR,109,13,217
1413,57,Small,KOR,38,11,114
1414,57,Small,KOR,53,11,136
1415,57,Small,KOR,62,13,145
1416,57,Small,KOR,89,11,229
1418,57,Small,KOR,84,13,187
1419,57,Small,KOR,100,11,233
1420,57,Small,KOR,104,13,192
1421,57,Small,KOR,20,11,8
1422,57,Small,KOR,91,12,209
1423,57,Small,KOR,92,11,212
1424,57,Small,KOR,35,12,63
1425,57,Small,KOR,17,12,6
1426,58,Small,KOR,40,12,96
1427,58,Small,KOR,80,13,222
1429,58,Small,KOR,103,11,254
1430,58,Small,KOR,69,12,180
1431,58,Small,KOR,33,11,37
1432,58,Small,KOR,112,12,254
1433,58,Small,KOR,52,12,77
1435,58,Small,KOR,111,13,180
1436,58,Small,KOR,71,12,189
1438,58,Small,KOR,93,12,190
1439,58,Small,KOR,66,12,156
1440,58,Small,KOR,27,11,32
1441,58,Small,KOR,101,11,253
1442,58,Small,KOR,51,12,161
1443,58,Small,KOR,28,11,72
1444,58,Small,KOR,73,12,213
1445,58,Small,KOR,107,11,195
1446,58,Small,KOR,50,11,84
1447,58,Small,KOR,71,12,168
1448,58,Small,KOR,89,13,244
1449,58,Small,KOR,65,13,164
1450,58,Small,KOR,45,11,114
1476,60,Small,KOR,55,12,107
1477,60,Small,KOR,69,11,160
1478,60,Small,KOR,62,12,128
1479,60,Small,KOR,91,11,216
1480,60,Small,KOR,88,11,224
1481,60,Small,KOR,92,13,234
1482,60,Small,KOR,90,13,199
1483,60,Small,KOR,83,12,209
1484,60,Small,KOR,92,13,166
1485,60,Small,KOR,70,12,229
1486,60,Small,KOR,82,11,220
1487,60,Small,KOR,93,11,178
1488,60,Small,KOR,77,12,155
1489,60,Small,KOR,99,12,207
1490,60,Small,KOR,101,11,183
1491,60,Small,KOR,94,12,263
1492,60,Small,KOR,112,11,210
1494,60,Small,KOR,50,11,131
1495,60,Small,KOR,100,12,201
1496,60,Small,KOR,45,12,120
1497,60,Small,KOR,40,13,115
1498,60,Small,KOR,28,12,51
1499,60,Small,KOR,39,11,99
1502,61,Small,KMG,40,12,54
1503,61,Small,KMG,43,13,46
1504,61,Small,KMG,21,11,22
1505,61,Small,KMG,59,11,91
1506,61,Small,KMG,54,13,51
1508,61,Small,KMG,56,13,56
1509,61,Small,KMG,44,13,62
1510,61,Small,KMG,28,13,30
1511,61,Small,KMG,40,13,38
1512,61,Small,KMG,52,11,57
1514,61,Small,KMG,54,11,69
1516,61,Small,KMG,50,13,62
1517,61,Small,KMG,51,11,58
1518,61,Small,KMG,20,11,9
1519,61,Small,KMG,55,13,59
1520,61,Small,KMG,48,14,56
1521,61,Small,KMG,58,11,78
1523,61,Small,KMG,69,13,70
1524,61,Small,KMG,42,14,66
1525,61,Small,KMG,33,12,50
1526,62,Small,KMG,22,13,11
1527,62,Small,KMG,44,14,63
1528,62,Small,KMG,30,12,27
1530,62,Small,KMG,61,14,55
1531,62,Small,KMG,57,13,77
1533,62,Small,KMG,26,14,29
1534,62,Small,KMG,41,14,38
1535,62,Small,KMG,56,12,58
1537,62,Small,KMG,66,14,76
1538,62,Small,KMG,38,13,54
1540,62,Small,KMG,70,12,77
1541,62,Small,KMG,24,11,23
1542,62,Small,KMG,70,13,79
1543,62,Small,KMG,55,14,62
1545,62,Small,KMG,54,14,71
1547,62,Small,KMG,48,14,78
1548,62,Small,KMG,64,12,54
1549,62,Small,KMG,31,14,30
1550,62,Small,KMG,28,14,41
1551,63,Small,KMG,27,11,22
1552,63,Small,KMG,47,11,80
1554,63,Small,KMG,33,11,40
1556,63,Small,KMG,60,12,74
1558,63,Small,KMG,30,12,33
1560,63,Small,KMG,53,11,74
1561,63,Small,KMG,54,11,64
1562,63,Small,KMG,30,14,17
1564,63,Small,KMG,51,13,79
1566,63,Small,KMG,48,12,60
1567,63,Small,KMG,30,11,36
1568,63,Small,KMG,28,13,23
1569,63,Small,KMG,43,12,44
1571,63,Small,KMG,70,11,88
1572,63,Small,KMG,44,13,67
1573,63,Small,KMG,77,13,76
1574,63,Small,KMG,42,13,62
1575,63,Small,KMG,21,13,12
1576,64,Small,KMG,31,14,40
1577,64,Small,KMG,20,13,12
1578,64,Small,KMG,30,14,28
1580,64,Small,KMG,55,13,85
1582,64,Small,KMG,61,11,95
1583,64,Small,KMG,26,13,28
1585,64,Small,KMG,66,14,73
1586,64,Small,KMG,78,12,74
1587,64,Small,KMG,77,14,102
1589,64,Small,KMG,71,13,63
1590,64,Small,KMG,22,12,20
1591,64,Small,KMG,70,12,67
1593,64,Small,KMG,73,11,57
1594,64,Small,KMG,50,14,48
1595,64,Small,KMG,34,13,48
1596,64,Small,KMG,51,13,72
1598,64,Small,KMG,43,13,36
1599,64,Small,KMG,48,14,56
1600,64,Small,KMG,23,11,19
1601,65,Small,KMG,22,12,8
1602,65,Small,KMG,58,12,64
1603,65,Small,KMG,30,13,39
1604,65,Small,KMG,30,13,37
1606,65,Small,KMG,55,13,60
1607,65,Small,KMG,56,13,35
1608,65,Small,KMG,33,14,37
1609,65,Small,KMG,31,14,26
1610,65,Small,KMG,28,13,39
1611,65,Small,KMG,17,12,10
1612,65,Small,KMG,47,12,50
1613,65,Small,KMG,47,13,37
1614,65,Small,KMG,68,11,63
1615,65,Small,KMG,26,12,19
1616,65,Small,KMG,33,11,46
1617,65,Small,KMG,48,12,62
1619,65,Small,KMG,32,14,42
1620,65,Small,KMG,49,12,51
1621,65,Small,KMG,50,14,54
1622,65,Small,KMG,27,13,17
1623,65,Small,KMG,45,14,56
1624,65,Small,KMG,58,14,78
1625,65,Small,KMG,34,12,45
1626,66,Small,KMG,58,11,49
1627,66,Small,KMG,20,13,7
1629,66,Small,KMG,32,11,25
1631,66,Small,KMG,67,11,89
1634,66,Small,KMG,44,14,62
1636,66,Small,KMG,35,14,32
1638,66,Small,KMG,47,11,36
1639,66,Small,KMG,44,11,70
1640,66,Small,KMG,21,12,12
1641,66,Small,KMG,38,12,36
1643,66,Small,KMG,44,11,52
1644,66,Small,KMG,48,14,38
1645,66,Small,KMG,50,11,72
1646,66,Small,KMG,35,12,42
1649,66,Small,KMG,30,13,34
1650,66,Small,KMG,59,11,66
1651,67,Small,KMG,47,14,53
1652,67,Small,KMG,38,13,41
1654,67,Small,KMG,55,12,75
1655,67,Small,KMG,20,13,13
1656,67,Small,KMG,60,11,79
1657,67,Small,KMG,33,12,46
1658,67,Small,KMG,16,11,6
1659,67,Small,KMG,36,14,44
1660,67,Small,KMG,33,11,31
1661,67,Small,KMG,37,13,30
1662,67,Small,KMG,33,12,31
1664,67,Small,KMG,48,12,31
1665,67,Small,KMG,51,12,51
1666,67,Small,KMG,44,11,51
1667,67,Small,KMG,59,11,49
1668,67,Small,KMG,60,14,78
1669,67,Small,KMG,22,13,24
1671,67,Small,KMG,43,14,54
1672,67,Small,KMG,28,13,30
1673,67,Small,KMG,38,14,38
1674,67,Small,KMG,22,13,19
1675,67,Small,KMG,45,11,46
1676,68,Small,KMG,22,11,13
1677,68,Small,KMG,45,12,31
1678,68,Small,KMG,38,14,40
1680,68,Small,KMG,47,13,56
1681,68,Small,KMG,62,14,67
1683,68,Small,KMG,66,12,74
1684,68,Small,KMG,60,12,94
1685,68,Small,KMG,31,14,38
1686,68,Small,KMG,57,12,92
1687,68,Small,KMG,26,12,19
1688,68,Small,KMG,62,13,74
1689,68,Small,KMG,56,13,61
1690,68,Small,KMG,32,14,23
1693,68,Small,KMG,67,12,58
1694,68,Small,KMG,55,14,55
1695,68,Small,KMG,60,13,67
1696,68,Small,KMG,29,12,18
1697,68,Small,KMG,33,14,47
1698,68,Small,KMG,48,11,64
1699,68,Small,KMG,44,11,60
1700,68,Small,KMG,37,12,42
1701,69,Small,KMG,22,11,29
1702,69,Small,KMG,55,12,94
1703,69,Small,KMG,71,11,164
1704,69,Small,KMG,40,12,85
1705,69,Small,KMG,78,11,148
1707,69,Small,KMG,82,13,131
1708,69,Small,KMG,67,13,151
1709,69,Small,KMG,62,12,137
1710,69,Small,KMG,34,12,49
1711,69,Small,KMG,78,12,120
1712,69,Small,KMG,83,12,169
1713,69,Small,KMG,89,11,141
1714,69,Small,KMG,18,12,6
1715,69,Small,KMG,88,12,147
1716,69,Small,KMG,83,12,151
1717,69,Small,KMG,60,13,137
1718,69,Small,KMG,27,11,18
1719,69,Small,KMG,46,13,87
1720,69,Small,KMG,48,12,124
1721,69,Small,KMG,101,11,165
1722,69,Small,KMG,99,12,186
1723,69,Small,KMG,93,12,135
1724,69,Small,KMG,59,11,160
1725,69,Small,KMG,37,12,54
1726,70,Small,KMG,49,13,113
1727,70,Small,KMG,77,13,186
1728,70,Small,KMG,40,12,82
1730,70,Small,KMG,91,13,200
1731,70,Small,KMG,52,11,98
1732,70,Small,KMG,90,11,163
1733,70,Small,KMG,83,12,171
1735,70,Small,KMG,74,11,145
1736,70,Small,KMG,66,13,172
1737,70,Small,KMG,94,11,144
1738,70,Small,KMG,58,11,159
1739,70,Small,KMG,29,12,58
1740,70,Small,KMG,95,13,162
1741,70,Small,KMG,92,12,150
1742,70,Small,KMG,62,13,167
1743,70,Small,KMG,85,13,144
1745,70,Small,KMG,93,13,194
1746,70,Small,KMG,91,13,200
1747,70,Small,KMG,80,11,156
1748,70,Small,KMG,69,12,123
1749,70,Small,KMG,43,11,110
1750,70,Small,KMG,101,12,155
1751,71,Small,KMG,67,12,170
1752,71,Small,KMG,83,11,156
1753,71,Small,KMG,48,13,68
1754,71,Small,KMG,38,11,66
1755,71,Small,KMG,101,13,157
1757,71,Small,KMG,66,11,147
1759,71,Small,KMG,43,11,85
1760,71,Small,KMG,61,13,152
1761,71,Small,KMG,26,12,33
1762,71,Small,KMG,88,11,177
1763,71,Small,KMG,83,11,167
1764,71,Small,KMG,56,11,121
1766,71,Small,KMG,77,12,140
1767,71,Small,KMG,95,11,119
1768,71,Small,KMG,44,11,84
1769,71,Small,KMG,95,12,141
1770,71,Small,KMG,95,13,114
1771,71,Small,KMG,73,11,170
1772,71,Small,KMG,37,12,52
1773,71,Small,KMG,100,12,182
1774,71,Small,KMG,50,12,87
1775,71,Small,KMG,82,11,179
1776,72,Small,KMG,100,12,175
1777,72,Small,KMG,47,12,133
1778,72,Small,KMG,66,11,168
1779,72,Small,KMG,44,12,82
1781,72,Small,KMG,35,12,68
1782,72,Small,KMG,62,11,107
1783,72,Small,KMG,39,12,71
1784,72,Small,KMG,99,11,168
1785,72,Small,KMG,84,11,184
1786,72,Small,KMG,31,12,51
1787,72,Small,KMG,80,12,139
1789,72,Small,KMG,80,11,120
1790,72,Small,KMG,90,11,168
1791,72,Small,KMG,82,12,165
1792,72,Small,KMG,83,12,159
1793,72,Small,KMG,52,13,138
1794,72,Small,KMG,67,11,118
1795,72,Small,KMG,16,12,3
1796,72,Small,KMG,98,12,145
1797,72,Small,KMG,95,12,167
1798,72,Small,KMG,71,12,146
1799,72,Small,KMG,48,13,131
1800,72,Small,KMG,25,11,32
1801,73,Small,NFN,29,14,41
1804,73,Small,NFN,33,11,38
1805,73,Small,NFN,28,13,45
1806,73,Small,NFN,40,13,52
1808,73,Small,NFN,49,12,76
1809,73,Small,NFN,66,14,113
1810,73,Small,NFN,60,12,101
1811,73,Small,NFN,61,13,101
1812,73,Small,NFN,57,12,113
1813,73,Small,NFN,63,13,107
1814,73,Small,NFN,70,14,87
1815,73,Small,NFN,77,14,127
1817,73,Small,NFN,52,14,89
1818,73,Small,NFN,72,11,106
1819,73,Small,NFN,35,14,46
1820,73,Small,NFN,27,14,19
1821,73,Small,NFN,50,12,55
1822,73,Small,NFN,78,12,144
1823,73,Small,NFN,38,12,61
1824,73,Small,NFN,26,12,14
1826,74,Small,NFN,28,13,34
1828,74,Small,NFN,40,12,39
1829,74,Small,NFN,27,14,15
1831,74,Small,NFN,71,12,127
1832,74,Small,NFN,60,12,90
1834,74,Small,NFN,47,13,67
1835,74,Small,NFN,67,12,99
1836,74,Small,NFN,17,11,5
1837,74,Small,NFN,43,12,108
1838,74,Small,NFN,37,11,30
1839,74,Small,NFN,26,13,13
1840,74,Small,NFN,75,13,96
1841,74,Small,NFN,66,12,93
1842,74,Small,NFN,22,14,18
1843,74,Small,NFN,60,14,134
1845,74,Small,NFN,56,11,80
1846,74,Small,NFN,50,13,75
1847,74,Small,NFN,33,13,51
1848,74,Small,NFN,48,12,86
1849,74,Small,NFN,44,11,57
1851,75,Small,NFN,38,11,50
1853,75,Small,NFN,68,11,88
1854,75,Small,NFN,21,13,25
1855,75,Small,NFN,44,12,71
1856,75,Small,NFN,17,11,3
1857,75,Small,NFN,63,12,130
1858,75,Small,NFN,40,13,66
1859,75,Small,NFN,62,12,94
1861,75,Small,NFN,61,12,99
1862,75,Small,NFN,60,14,90
1863,75,Small,NFN,31,12,22
1864,75,Small,NFN,59,14,94
1865,75,Small,NFN,55,12,65
1867,75,Small,NFN,49,11,91
1868,75,Small,NFN,42,12,58
1869,75,Small,NFN,30,14,29
1870,75,Small,NFN,33,11,33
1871,75,Small,NFN,47,12,64
1873,75,Small,NFN,43,14,68
1874,75,Small,NFN,44,13,49
1877,76,Small,NFN,33,14,29
1878,76,Small,NFN,20,14,14
1880,76,Small,NFN,49,12,81
1881,76,Small,NFN,28,13,46
1882,76,Small,NFN,69,11,92
1884,76,Small,NFN,23,12,17
1885,76,Small,NFN,59,14,81
1887,76,Small,NFN,54,12,111
1888,76,Small,NFN,37,12,39
1889,76,Small,NFN,55,14,77
1890,76,Small,NFN,16,14,7
1891,76,Small,NFN,22,11,30
1893,76,Small,NFN,37,13,73
1894,76,Small,NFN,42,13,41
1895,76,Small,NFN,45,14,80
1896,76,Small,NFN,27,14,24
1897,76,Small,NFN,18,14,12
1898,76,Small,NFN,55,14,86
1899,76,Small,NFN,67,12,97
1900,76,Small,NFN,50,14,76
1901,77,Small,NFN,45,15,67
1902,77,Small,NFN,44,14,54
1903,77,Small,NFN,52,14,94
1904,77,Small,NFN,50,12,93
1905,77,Small,NFN,30,15,38
1907,77,Small,NFN,38,13,53
1908,77,Small,NFN,27,12,25
1909,77,Small,NFN,44,15,38
1910,77,Small,NFN,27,12,15
1911,77,Small,NFN,30,13,25
1913,77,Small,NFN,55,12,91
1914,77,Small,NFN,22,13,12
1915,77,Small,NFN,45,13,53
1916,77,Small,NFN,47,12,40
1918,77,Small,NFN,66,15,96
1919,77,Small,NFN,62,13,61
1920,77,Small,NFN,33,13,37
1921,77,Small,NFN,49,14,64
1922,77,Small,NFN,64,12,96
1923,77,Small,NFN,25,13,25
1924,77,Small,NFN,47,14,53
1925,77,Small,NFN,60,13,82
1926,78,Small,NFN,37,15,42
1927,78,Small,NFN,42,14,45
1928,78,Small,NFN,40,14,75
1929,78,Small,NFN,20,13,13
1930,78,Small,NFN,26,15,19
1931,78,Small,NFN,29,13,31
1933,78,Small,NFN,42,14,64
1934,78,Small,NFN,27,15,17
1935,78,Small,NFN,42,14,64
1936,78,Small,NFN,50,12,65
1937,78,Small,NFN,55,15,74
1938,78,Small,NFN,33,13,53
1939,78,Small,NFN,48,12,82
1940,78,Small,NFN,51,14,68
1941,78,Small,NFN,18,12,8
1942,78,Small,NFN,57,12,112
1945,78,Small,NFN,59,15,94
1947,78,Small,NFN,17,15,11
1948,78,Small,NFN,45,13,63
1951,79,Small,NFN,29,13,38
1952,79,Small,NFN,48,12,103
1954,79,Small,NFN,55,12,87
1955,79,Small,NFN,44,15,71
1956,79,Small,NFN,26,13,36
1958,79,Small,NFN,30,13,46
1959,79,Small,NFN,59,14,67
1960,79,Small,NFN,33,14,41
1961,79,Small,NFN,18,12,9
1962,79,Small,NFN,22,14,4
1963,79,Small,NFN,41,13,59
1964,79,Small,NFN,42,14,45
1965,79,Small,NFN,27,14,30
1966,79,Small,NFN,64,14,99
1967,79,Small,NFN,66,12,89
1968,79,Small,NFN,48,12,70
1969,79,Small,NFN,61,13,89
1972,79,Small,NFN,34,14,64
1973,79,Small,NFN,37,12,45
1974,79,Small,NFN,20,13,10
1976,80,Small,NFN,27,12,33
1977,80,Small,NFN,22,12,21
1978,80,Small,NFN,37,14,56
1982,80,Small,NFN,50,13,80
1983,80,Small,NFN,57,14,90
1984,80,Small,NFN,44,12,64
1986,80,Small,NFN,58,13,85
1987,80,Small,NFN,55,13,78
1991,80,Small,NFN,22,14,8
1992,80,Small,NFN,36,14,53
1993,80,Small,NFN,64,15,96
1996,80,Small,NFN,67,14,82
1997,80,Small,NFN,32,14,34
1999,80,Small,NFN,63,13,78
2000,80,Small,NFN,37,13,46
2001,81,Small,NFN,55,12,206
2002,81,Small,NFN,67,12,214
2003,81,Small,NFN,48,11,164
2004,81,Small,NFN,89,12,253
2006,81,Small,NFN,86,13,205
2007,81,Small,NFN,33,13,83
2008,81,Small,NFN,112,12,303
