Author	Year	Region	Taxa	Year.Pred	Endemic	Model.Type	Disp.Mod	Threshold	N.Ext	Total.N	Percent	Weight	Logit	Pre.Ind.Rise	Temperature.Model.Scale
Thomas	2004	NAmerica	Inverts	2050	Y	SAR	Universal	1	2	41	0.05	41	-2.970414466	2.35	Global
Thomas	2004	NAmerica	Inverts	2050	Y	SAR	None	1	5	41	0.11	41	-1.974081026	1.65	Global
Thomas	2004	NAmerica	Inverts	2050	Y	SAR	None	1	6	41	0.15	41	-1.763588592	2.35	Global
Thomas	2004	Africa	Inverts	2050	Y	SAR	Universal	1	3	14	0.19	14	-1.299282984	2.3	Global
Thomas	2004	Africa	Inverts	2050	Y	SAR	None	1	11	14	0.77	14	1.299282984	2.3	Global
Thomas	2004	AustraliaNewZealand	Inverts	2050	Y	SAR	Universal	1	2	24	0.07	24	-2.397895273	1.2	Global
Thomas	2004	AustraliaNewZealand	Inverts	2050	Y	SAR	Universal	1	4	24	0.16	24	-1.609437912	2.1	Global
Thomas	2004	AustraliaNewZealand	Inverts	2050	Y	SAR	Universal	1	6	24	0.26	24	-1.098612289	2.9	Global
Thomas	2004	AustraliaNewZealand	Inverts	2050	Y	SAR	None	1	3	24	0.12	24	-1.945910149	1.2	Global
Thomas	2004	AustraliaNewZealand	Inverts	2050	Y	SAR	None	1	6	24	0.23	24	-1.098612289	2.1	Global
Thomas	2004	AustraliaNewZealand	Inverts	2050	Y	SAR	None	1	9	24	0.36	24	-0.510825624	2.9	Global
Thomas	2004	SAmerica	plants	2095	Y	SAR	Universal	1	7	9	0.79	9	1.252762968	2.88	Global
Thomas	2004	SAmerica	plants	2095	Y	SAR	None	1	9	9	0.99	9	2.944438979	2.88	Global
Thomas	2004	Europe	plants	2050	Y	SAR	Universal	1	10	192	0.05	192	-2.901421594	2	Global
Thomas	2004	Europe	plants	2050	Y	SAR	Universal	1	12	192	0.06	192	-2.708050201	2.2	Global
Thomas	2004	Europe	plants	2050	Y	SAR	Universal	1	12	192	0.06	192	-2.708050201	2.6	Global
Thomas	2004	Europe	plants	2050	Y	SAR	None	1	27	192	0.14	192	-1.810108608	2	Global
Thomas	2004	Europe	plants	2050	Y	SAR	None	1	31	192	0.16	192	-1.64741716	2.2	Global
Thomas	2004	Europe	plants	2050	Y	SAR	None	1	40	192	0.21	192	-1.335001067	2.6	Global
Thomas	2004	SAmerica	plants	2050	Y	SAR	None	1	73	163	0.45	163	-0.209350229	1.88	Global
Thomas	2004	SAmerica	plants	2050	Y	SAR	None	1	93	163	0.57	163	0.284104251	1.88	Global
Thomas	2004	Africa	plants	2050	Y	SAR	Universal	1	66	243	0.27	243	-0.986494991	2.3	Global
Thomas	2004	Africa	plants	2050	Y	SAR	None	1	97	243	0.4	243	-0.408895643	2.3	Global
Meynecke	2004	AustraliaNewZealand	birds	2100	Y	SDM	Universal	1	0	3	0	3	-1.945910149	1.6	Australia
Meynecke	2004	AustraliaNewZealand	birds	2100	Y	SDM	Universal	0.95	0	3	0	3	-1.945910149	1.6	Australia
Meynecke	2004	AustraliaNewZealand	birds	2100	Y	SDM	Universal	0.8	0	3	0	3	-1.945910149	1.6	Australia
Meynecke	2004	AustraliaNewZealand	birds	2100	Y	SDM	Universal	1	0	3	0	3	-1.945910149	3.6	Australia
Meynecke	2004	AustraliaNewZealand	birds	2100	Y	SDM	Universal	0.95	2	3	0.666666667	3	0.693147181	3.6	Australia
Meynecke	2004	AustraliaNewZealand	birds	2100	Y	SDM	Universal	0.8	3	3	1	3	1.945910149	3.6	Australia
Meynecke	2004	AustraliaNewZealand	mammals	2100	Y	SDM	Universal	1	0	3	0	3	-1.945910149	1.6	Australia
Meynecke	2004	AustraliaNewZealand	mammals	2100	Y	SDM	Universal	0.95	0	3	0	3	-1.945910149	1.6	Australia
Meynecke	2004	AustraliaNewZealand	mammals	2100	Y	SDM	Universal	0.8	0	3	0	3	-1.945910149	1.6	Australia
Meynecke	2004	AustraliaNewZealand	mammals	2100	Y	SDM	Universal	1	2	3	0.666666667	3	0.693147181	3.6	Australia
Meynecke	2004	AustraliaNewZealand	mammals	2100	Y	SDM	Universal	0.95	3	3	1	3	1.945910149	3.6	Australia
Meynecke	2004	AustraliaNewZealand	mammals	2100	Y	SDM	Universal	0.8	3	3	1	3	1.945910149	3.6	Australia
Meynecke	2004	AustraliaNewZealand	amphibians	2100	Y	SDM	Universal	1	0	3	0	3	-1.945910149	1.6	Australia
Meynecke	2004	AustraliaNewZealand	amphibians	2100	Y	SDM	Universal	0.95	0	3	0	3	-1.945910149	1.6	Australia
Meynecke	2004	AustraliaNewZealand	amphibians	2100	Y	SDM	Universal	0.8	0	3	0	3	-1.945910149	1.6	Australia
Meynecke	2004	AustraliaNewZealand	amphibians	2100	Y	SDM	Universal	1	2	3	0.666666667	3	0.693147181	3.6	Australia
Meynecke	2004	AustraliaNewZealand	amphibians	2100	Y	SDM	Universal	0.95	2	3	0.666666667	3	0.693147181	3.6	Australia
Meynecke	2004	AustraliaNewZealand	amphibians	2100	Y	SDM	Universal	0.8	3	3	1	3	1.945910149	3.6	Australia
Meynecke	2004	AustraliaNewZealand	reptiles	2100	Y	SDM	Universal	1	0	3	0	3	-1.945910149	1.6	Australia
Meynecke	2004	AustraliaNewZealand	reptiles	2100	Y	SDM	Universal	0.95	0	3	0	3	-1.945910149	1.6	Australia
Meynecke	2004	AustraliaNewZealand	reptiles	2100	Y	SDM	Universal	0.8	0	3	0	3	-1.945910149	1.6	Australia
Meynecke	2004	AustraliaNewZealand	reptiles	2100	Y	SDM	Universal	1	0	3	0	3	-1.945910149	3.6	Australia
Meynecke	2004	AustraliaNewZealand	reptiles	2100	Y	SDM	Universal	0.95	0	3	0	3	-1.945910149	3.6	Australia
Meynecke	2004	AustraliaNewZealand	reptiles	2100	Y	SDM	Universal	0.8	3	3	1	3	1.945910149	3.6	Australia
Araujo	2004	Europe	plants	2050	N	SDM	Universal	1	58	1200	0.048333333	1200	-2.98009338	2.56	Global
Araujo	2004	Europe	plants	2050	N	SDM	None	1	77	1200	0.064166667	1200	-2.679953533	2.56	Global
Peterson	2004	NAmerica	Inverts	2055	N	SDM	None	1	0	111	0	111	-5.407171771	2.1	Global
Peterson	2004	NAmerica	Inverts	2055	N	SDM	None	0.95	0	111	0	111	-5.407171771	2.1	Global
Peterson	2004	NAmerica	Inverts	2055	N	SDM	None	0.8	0	111	0	111	-5.407171771	2.1	Global
Peterson	2004	NAmerica	Inverts	2055	N	SDM	None	1	0	111	0	111	-5.407171771	2.35	Global
Peterson	2004	NAmerica	Inverts	2055	N	SDM	None	0.95	0	111	0	111	-5.407171771	2.35	Global
Peterson	2004	NAmerica	Inverts	2055	N	SDM	None	0.8	0	111	0	111	-5.407171771	2.35	Global
Skov	2004	Europe	plants	2085	N	SDM	None	1	0	26	0	26	-3.970291914	2.36	Global
Skov	2004	Europe	plants	2085	N	SDM	None	0.95	2	26	0.076923077	26	-2.48490665	2.36	Global
Skov	2004	Europe	plants	2085	N	SDM	None	0.8	2	26	0.076923077	26	-2.48490665	2.36	Global
Skov	2004	Europe	plants	2085	N	SDM	SpSpecific	1	0	26	0	26	-3.970291914	2.36	Global
Skov	2004	Europe	plants	2085	N	SDM	SpSpecific	0.95	1	26	0.038461538	26	-3.218875825	2.36	Global
Skov	2004	Europe	plants	2085	N	SDM	SpSpecific	0.8	1	26	0.038461538	26	-3.218875825	2.36	Global
Skov	2004	Europe	plants	2085	N	SDM	None	1	1	26	0.038461538	26	-3.218875825	3.57	Global
Skov	2004	Europe	plants	2085	N	SDM	None	0.95	1	26	0.038461538	26	-3.218875825	3.57	Global
Skov	2004	Europe	plants	2085	N	SDM	None	0.8	4	26	0.153846154	26	-1.704748092	3.57	Global
Skov	2004	Europe	plants	2085	N	SDM	SpSpecific	1	1	26	0.038461538	26	-3.218875825	3.57	Global
Skov	2004	Europe	plants	2085	N	SDM	SpSpecific	0.95	0	26	0	26	-3.970291914	3.57	Global
Skov	2004	Europe	plants	2085	N	SDM	SpSpecific	0.8	0	26	0	26	-3.970291914	3.57	Global
Simmons	2004	Africa	birds	2050	N	SDM	None	1	0	6	0	6	-2.564949357	2.19	Global
Simmons	2004	Africa	birds	2050	N	SDM	None	0.95	0	6	0	6	-2.564949357	2.19	Global
Simmons	2004	Africa	birds	2050	N	SDM	None	0.8	0	6	0	6	-2.564949357	2.19	Global
Simmons	2004	Africa	birds	2050	N	SDM	Universal	1	0	6	0	6	-2.564949357	2.19	Global
Simmons	2004	Africa	birds	2050	N	SDM	Universal	0.95	0	6	0	6	-2.564949357	2.19	Global
Simmons	2004	Africa	birds	2050	N	SDM	Universal	0.8	0	6	0	6	-2.564949357	2.19	Global
Miles	2004	SAmerica	plants	2085	N	Mechanistic	None	1	28	69	0.405797101	69	-0.381367557	2.88	Global
Miles	2004	SAmerica	plants	2085	N	Mechanistic	None	1	14	69	0.202898551	69	-1.368275856	1.59	Global
Peck	2004	Ocean	Inverts	2100	Y	Mechanistic	Universal	1	1	3	0.333333333	3	-0.693147181	2.6	Global
Thuiller	2005	Europe	plants	2080	N	SDM	None	1	27	1350	0.02	1350	-3.891820298	4.27	Global
Thuiller	2005	Europe	plants	2080	N	SDM	None	1	14	1350	0.01	1350	-4.558378024	4.5	Global
Thuiller	2005	Europe	plants	2080	N	SDM	None	1	14	1350	0.01	1350	-4.558378024	3.57	Global
Thuiller	2005	Europe	plants	2080	N	SDM	None	1	14	1350	0.01	1350	-4.558378024	3.6	Global
Thuiller	2005	Europe	plants	2080	N	SDM	None	1	7	1350	0.005	1350	-5.256751047	4.1	Global
Thuiller	2005	Europe	plants	2080	N	SDM	None	1	7	1350	0.005	1350	-5.256751047	2.36	Global
Thuiller	2005	Europe	plants	2080	N	SDM	None	1	7	1350	0.005	1350	-5.256751047	2.68	Global
Thuiller	2005	Europe	plants	2080	N	SDM	Universal	1	0	1350	0	1350	-7.901377354	4.27	Global
Thuiller	2005	Europe	plants	2080	N	SDM	Universal	1	0	1350	0	1350	-7.901377354	4.5	Global
Thuiller	2005	Europe	plants	2080	N	SDM	Universal	1	0	1350	0	1350	-7.901377354	3.57	Global
Thuiller	2005	Europe	plants	2080	N	SDM	Universal	1	0	1350	0	1350	-7.901377354	3.6	Global
Thuiller	2005	Europe	plants	2080	N	SDM	Universal	1	0	1350	0	1350	-7.901377354	4.1	Global
Thuiller	2005	Europe	plants	2080	N	SDM	Universal	1	0	1350	0	1350	-7.901377354	2.36	Global
Thuiller	2005	Europe	plants	2080	N	SDM	Universal	1	0	1350	0	1350	-7.901377354	2.68	Global
Beaumont	2005	AustraliaNewZealand	Inverts	2020	Y	SDM	Universal	1	0	25	0	25	-3.931825633	1.4	Global
Beaumont	2005	AustraliaNewZealand	Inverts	2020	Y	SDM	Universal	0.95	0	25	0	25	-3.931825633	1.4	Global
Beaumont	2005	AustraliaNewZealand	Inverts	2020	Y	SDM	Universal	0.8	0	25	0	25	-3.931825633	1.4	Global
Beaumont	2005	AustraliaNewZealand	Inverts	2020	Y	SDM	Universal	1	0	25	0	25	-3.931825633	1.4	Global
Beaumont	2005	AustraliaNewZealand	Inverts	2020	Y	SDM	Universal	0.95	0	25	0	25	-3.931825633	1.4	Global
Beaumont	2005	AustraliaNewZealand	Inverts	2020	Y	SDM	Universal	0.8	0	25	0	25	-3.931825633	1.4	Global
Bomhard	2005	Africa	plants	2020	Y	SDM	None	0.8	19	227	0.083700441	227	-2.393099101	1.5	Global
Bomhard	2005	Africa	plants	2020	Y	SDM	None	1	4	227	0.017621145	227	-4.02087741	1.5	Global
Shoo	2005	AustraliaNewZealand	birds	2100	N	SDM	None	1	0	55	0	55	-4.709530201	2	Global
Shoo	2005	AustraliaNewZealand	birds	2100	N	SDM	None	0.8	4	55	0.072727273	55	-2.545531272	2	Global
Shoo	2005	AustraliaNewZealand	birds	2100	N	SDM	None	1	0	55	0	55	-4.709530201	4.2	Global
Shoo	2005	AustraliaNewZealand	birds	2100	N	SDM	None	0.8	33	55	0.6	55	0.405465108	4.2	Global
Shoo	2005	AustraliaNewZealand	birds	2100	N	SDM	None	1	8	55	0.145454545	55	-1.77070606	6.4	Global
Shoo	2005	AustraliaNewZealand	birds	2100	N	SDM	None	0.8	55	55	1	55	4.709530201	6.4	Global
Shoo	2005	AustraliaNewZealand	birds	2100	N	SDM	Universal	1	0	55	0	55	-4.709530201	2	Global
Shoo	2005	AustraliaNewZealand	birds	2100	N	SDM	Universal	0.8	4	55	0.072727273	55	-2.545531272	2	Global
Shoo	2005	AustraliaNewZealand	birds	2100	N	SDM	Universal	1	0	55	0	55	-4.709530201	4.2	Global
Shoo	2005	AustraliaNewZealand	birds	2100	N	SDM	Universal	0.8	26	55	0.472727273	55	-0.109199292	4.2	Global
Shoo	2005	AustraliaNewZealand	birds	2100	N	SDM	Universal	1	7	55	0.127272727	55	-1.925290862	6.4	Global
Shoo	2005	AustraliaNewZealand	birds	2100	N	SDM	Universal	0.8	38	55	0.690909091	55	0.804372816	6.4	Global
McClean	2005	Africa	plants	2025	N	SDM	None	1	1780	5197	0.342505292	5197	-0.652149609	1.14	Global
McClean	2005	Africa	plants	2055	N	SDM	None	1	2453	5197	0.472003079	5197	-0.112104945	1.75	Global
McClean	2005	Africa	plants	2085	N	SDM	None	1	2866	5197	0.551472003	5197	0.206619969	2.36	Global
McClean	2005	Africa	plants	2025	N	SDM	Universal	1	1320	5197	0.253992688	5197	-1.077429922	1.14	Global
McClean	2005	Africa	plants	2055	N	SDM	Universal	1	1808	5197	0.347893015	5197	-0.628313631	1.75	Global
ParraOlea	2005	NAmerica	amphibians	2050	Y	SDM	None	1	0	2	0	2	-1.609437912	2.2	Global
ParraOlea	2005	NAmerica	amphibians	2050	Y	SDM	None	0.95	0	2	0	2	-1.609437912	2.2	Global
ParraOlea	2005	NAmerica	amphibians	2050	Y	SDM	None	0.8	0	2	0	2	-1.609437912	2.2	Global
ParraOlea	2005	NAmerica	amphibians	2050	Y	SDM	Universal	1	0	2	0	2	-1.609437912	2.2	Global
ParraOlea	2005	NAmerica	amphibians	2050	Y	SDM	Universal	0.95	0	2	0	2	-1.609437912	2.2	Global
ParraOlea	2005	NAmerica	amphibians	2050	Y	SDM	Universal	0.8	0	2	0	2	-1.609437912	2.2	Global
McClean	2005	Africa	plants	2085	N	SDM	Universal	1	2144	5197	0.412545699	5197	-0.353451471	2.36	Global
Kueppers	2005	NAmerica	plants	2090	Y	SDM	Universal	1	0	2	0	2	-1.609437912	2.5	Global
Kueppers	2005	NAmerica	plants	2090	Y	SDM	Universal	0.95	0	2	0	2	-1.609437912	2.5	Global
Kueppers	2005	NAmerica	plants	2090	Y	SDM	Universal	0.8	0	2	0	2	-1.609437912	2.5	Global
Chu	2005	NAmerica	fish	2020	N	SDM	Contiguous	1	0	5	0	5	-2.397895273	2.26	Global
Chu	2005	NAmerica	fish	2020	N	SDM	Contiguous	0.95	0	5	0	5	-2.397895273	2.26	Global
Chu	2005	NAmerica	fish	2020	N	SDM	Contiguous	0.8	0	5	0	5	-2.397895273	2.26	Global
Chu	2005	NAmerica	fish	2050	N	SDM	Contiguous	1	0	5	0	5	-2.397895273	3.53	Global
Chu	2005	NAmerica	fish	2050	N	SDM	Contiguous	0.95	0	5	0	5	-2.397895273	3.53	Global
Chu	2005	NAmerica	fish	2050	N	SDM	Contiguous	0.8	0	5	0	5	-2.397895273	3.53	Global
Malcolm	2006	World	plants	2106	Y	SAR	Universal	NA	12649	133149	0.094998836	25	-2.254071592	3.1	Global
Malcolm	2006	World	plants	2106	Y	SAR	Universal	NA	10776	133149	0.080931888	25	-2.429752318	3.1	Global
Malcolm	2006	World	plants	2106	Y	SAR	None	NA	21021	133149	0.157875763	25	-1.674119138	3.1	Global
Malcolm	2006	World	plants	2106	Y	SAR	None	NA	19339	133149	0.145243299	25	-1.772406609	3.1	Global
Malcolm	2006	World	vertebrates	2106	Y	SAR	Universal	NA	871	9645	0.090305858	25	-2.309906105	3.1	Global
Malcolm	2006	World	vertebrates	2106	Y	SAR	Universal	NA	730	9645	0.075686884	25	-2.502445996	3.1	Global
Malcolm	2006	World	vertebrates	2106	Y	SAR	None	NA	1447	9645	0.15002592	25	-1.734397774	3.1	Global
Malcolm	2006	World	vertebrates	2106	Y	SAR	None	NA	1318	9645	0.136651115	25	-1.843387811	3.1	Global
Anciaes	2006	SAmerica	birds	2055	Y	SDM	None	1	4	49	0.081632653	49	-2.420368129	2.1	Global
Anciaes	2006	SAmerica	birds	2055	Y	SDM	None	0.95	11	49	0.224489796	49	-1.239690887	2.1	Global
Bakkenes	2006	Europe	plants	2025	N	SDM	Universal	1	4	856	0.004672897	856	-5.361292166	NA	NA
Bakkenes	2006	Europe	plants	2050	N	SDM	Universal	1	6	856	0.007009346	856	-4.95347688	NA	NA
Bakkenes	2006	Europe	plants	2100	N	SDM	Universal	1	10	856	0.011682243	856	-4.437934267	3	Global
Bakkenes	2006	Europe	plants	2025	N	SDM	Universal	1	3	856	0.003504673	856	-5.650147259	1.2	Global
Bakkenes	2006	Europe	plants	2050	N	SDM	Universal	1	4	856	0.004672897	856	-5.361292166	1.7	Global
Bakkenes	2006	Europe	plants	2100	N	SDM	Universal	1	5	856	0.005841121	856	-5.136974216	2	Global
Bakkenes	2006	Europe	plants	2100	N	SAR	None	NA	17	104	0.163461538	104	-1.632694775	3	Global
Harrison	2006	Europe	plants	2080	N	SDM	Universal	1	0	32	0	32	-4.17438727	3.57	Global
Harrison	2006	Europe	birds	2080	N	SDM	Universal	1	0	7	0	7	-2.708050201	3.57	Global
Harrison	2006	Europe	Inverts	2080	N	SDM	Universal	1	0	3	0	3	-1.945910149	3.57	Global
Harrison	2006	Europe	mammals	2080	N	SDM	Universal	1	0	5	0	5	-2.397895273	3.57	Global
vanVuuren	2006	World	plants	2020	Y	SAR	Intermediate	NA	6000	300000	0.02	65	-3.891820298	1.2	Global
vanVuuren	2006	World	plants	2020	Y	SAR	Intermediate	NA	5400	300000	0.018	65	-3.99921955	1	Global
vanVuuren	2006	World	plants	2020	Y	SAR	Intermediate	NA	5700	300000	0.019	65	-3.94413348	1	Global
vanVuuren	2006	World	plants	2020	Y	SAR	Intermediate	NA	6000	300000	0.02	65	-3.891820298	1.1	Global
vanVuuren	2006	World	plants	2050	Y	SAR	Intermediate	NA	11400	300000	0.038	65	-3.231428291	2	Global
vanVuuren	2006	World	plants	2050	Y	SAR	Intermediate	NA	8700	300000	0.029	65	-3.511030638	1.7	Global
vanVuuren	2006	World	plants	2050	Y	SAR	Intermediate	NA	8100	300000	0.027	65	-3.584547216	1.5	Global
vanVuuren	2006	World	plants	2050	Y	SAR	Intermediate	NA	9600	300000	0.032	65	-3.409496184	1.9	Global
vanVuuren	2006	World	plants	2100	Y	SAR	Intermediate	NA	18300	300000	0.061	65	-2.733941615	3.5	Global
vanVuuren	2006	World	plants	2100	Y	SAR	Intermediate	NA	19200	300000	0.064	65	-2.682732393	3.3	Global
vanVuuren	2006	World	plants	2100	Y	SAR	Intermediate	NA	9900	300000	0.033	65	-3.377690934	1.9	Global
vanVuuren	2006	World	plants	2100	Y	SAR	Intermediate	NA	15000	300000	0.05	65	-2.944438979	3	Global
vanVuuren	2006	World	plants	2050	Y	SAR	None	NA	11400	300000	0.038	65	-3.231428291	1.7	Global
vanVuuren	2006	World	plants	2050	Y	SAR	Universal	NA	5400	300000	0.018	65	-3.99921955	1.7	Global
vanVuuren	2006	World	plants	2050	Y	SAR	None	NA	9600	300000	0.032	65	-3.409496184	1.5	Global
vanVuuren	2006	World	plants	2050	Y	SAR	Universal	NA	8400	300000	0.028	65	-3.547151294	1.5	Global
vanVuuren	2006	World	plants	2100	Y	SAR	None	NA	28500	300000	0.095	65	-2.254058052	3.3	Global
vanVuuren	2006	World	plants	2100	Y	SAR	Universal	NA	9000	300000	0.03	65	-3.47609869	3.3	Global
vanVuuren	2006	World	plants	2100	Y	SAR	None	NA	13200	300000	0.044	65	-3.078568279	1.9	Global
vanVuuren	2006	World	plants	2100	Y	SAR	Universal	NA	7200	300000	0.024	65	-3.705408756	1.9	Global
Huntley	2006	Europe	birds	2085	N	SDM	Universal	1	8	426	0.018779343	426	-3.956039891	2.8	Global
Huntley	2006	Europe	birds	2085	N	SDM	Universal	0.9	13	426	0.030516432	426	-3.458498235	2.8	Global
Huntley	2006	Europe	birds	2085	N	SDM	Universal	0.8	26	426	0.061032864	426	-2.733368009	2.8	Global
Huntley	2006	Europe	birds	2085	N	SDM	None	1	26	426	0.061032864	426	-2.733368009	2.8	Global
Huntley	2006	Europe	birds	2085	N	SDM	None	0.9	67	426	0.157276995	426	-1.678629769	2.8	Global
Huntley	2006	Europe	birds	2085	N	SDM	None	0.8	104	426	0.244131455	426	-1.130160646	2.8	Global
Thuiller	2006	Africa	plants	2050	Y	SDM	None	1	0	159	0	159	-5.765191103	2.19	Global
Thuiller	2006	Africa	plants	2050	Y	SDM	None	0.8	13	159	0.081761006	159	-2.418657264	2.19	Global
Thuiller	2006	Africa	plants	2050	Y	SDM	Universal	1	0	159	0	159	-5.765191103	2.19	Global
Thuiller	2006	Africa	plants	2050	Y	SDM	Universal	0.8	3	159	0.018867925	159	-3.951243719	2.19	Global
Thuiller	2006	Africa	plants	2080	Y	SDM	None	1	2	159	0.012578616	159	-4.363098625	3.57	Global
Thuiller	2006	Africa	plants	2080	Y	SDM	None	0.8	28	159	0.176100629	159	-1.542992813	3.57	Global
Thuiller	2006	Africa	plants	2080	Y	SDM	Universal	1	1	159	0.006289308	159	-5.062595033	3.57	Global
Thuiller	2006	Africa	plants	2080	Y	SDM	Universal	0.8	14	159	0.088050314	159	-2.337676413	3.57	Global
Midgley	2006	Africa	plants	2050	N	SDM	Universal	1	11	336	0.032738095	336	-3.38592991	2.35	Global
Midgley	2006	Africa	plants	2050	N	SDM	None	1	38	336	0.113095238	336	-2.059507327	2.35	Global
Midgley	2006	Africa	plants	2050	N	SDM	SpSpecific	1	23	336	0.068452381	336	-2.610708975	2.35	Global
Ohlemuller	2006	Europe	plants	2095	N	SDM	Universal	1	0	17	0	17	-3.555348061	2.3	Global
Ohlemuller	2006	Europe	plants	2095	N	SDM	Universal	0.95	2	17	0.117647059	17	-2.014903021	2.3	Global
Ohlemuller	2006	Europe	plants	2095	N	SDM	Universal	0.8	3	17	0.176470588	17	-1.540445041	2.3	Global
Ohlemuller	2006	Europe	plants	2095	N	SDM	Universal	1	0	17	0	17	-3.555348061	5.1	Global
Ohlemuller	2006	Europe	plants	2095	N	SDM	Universal	0.95	2	17	0.117647059	17	-2.014903021	5.1	Global
Ohlemuller	2006	Europe	plants	2095	N	SDM	Universal	0.8	4	17	0.235294118	17	-1.178654996	5.1	Global
Ohlemuller	2006	Europe	plants	2095	N	SDM	None	1	2	17	0.117647059	17	-2.014903021	2.3	Global
Ohlemuller	2006	Europe	plants	2095	N	SDM	None	0.95	2	17	0.117647059	17	-2.014903021	2.3	Global
Ohlemuller	2006	Europe	plants	2095	N	SDM	None	0.8	3	17	0.176470588	17	-1.540445041	2.3	Global
Ohlemuller	2006	Europe	plants	2095	N	SDM	None	1	2	17	0.117647059	17	-2.014903021	5.1	Global
Ohlemuller	2006	Europe	plants	2095	N	SDM	None	0.95	4	17	0.235294118	17	-1.178654996	5.1	Global
Ohlemuller	2006	Europe	plants	2095	N	SDM	None	0.8	7	17	0.411764706	17	-0.356674944	5.1	Global
Svenning	2006	Europe	plants	2100	N	SDM	Universal	1	0	36	0	36	-4.290459441	2.5	Global
Svenning	2006	Europe	plants	2100	N	SDM	None	1	0	36	0	36	-4.290459441	2.5	Global
Svenning	2006	Europe	plants	2100	N	SDM	Universal	1	0	36	0	36	-4.290459441	4.2	Global
Svenning	2006	Europe	plants	2100	N	SDM	None	1	0	36	0	36	-4.290459441	4.2	Global
delBarrio	2006	Europe	plants	2020	N	SDM	None	1	0	11	0	11	-3.135494216	1.15	Global
delBarrio	2006	Europe	plants	2020	N	SDM	None	0.95	0	11	0	11	-3.135494216	1.15	Global
delBarrio	2006	Europe	plants	2020	N	SDM	None	0.8	0	11	0	11	-3.135494216	1.15	Global
delBarrio	2006	Europe	plants	2050	N	SDM	None	1	0	11	0	11	-3.135494216	1.95	Global
delBarrio	2006	Europe	plants	2050	N	SDM	None	0.95	0	11	0	11	-3.135494216	1.95	Global
delBarrio	2006	Europe	plants	2050	N	SDM	None	0.8	0	11	0	11	-3.135494216	1.95	Global
delBarrio	2006	Europe	plants	2080	N	SDM	None	1	0	11	0	11	-3.135494216	3.2	Global
delBarrio	2006	Europe	plants	2080	N	SDM	None	0.95	0	11	0	11	-3.135494216	3.2	Global
delBarrio	2006	Europe	plants	2080	N	SDM	None	0.8	0	11	0	11	-3.135494216	3.2	Global
delBarrio	2006	Europe	Inverts	2020	N	SDM	None	1	0	2	0	2	-1.609437912	1.15	Global
delBarrio	2006	Europe	Inverts	2020	N	SDM	None	0.95	0	2	0	2	-1.609437912	1.15	Global
delBarrio	2006	Europe	Inverts	2020	N	SDM	None	0.8	0	2	0	2	-1.609437912	1.15	Global
delBarrio	2006	Europe	Inverts	2050	N	SDM	None	1	0	2	0	2	-1.609437912	1.95	Global
delBarrio	2006	Europe	Inverts	2050	N	SDM	None	0.95	0	2	0	2	-1.609437912	1.95	Global
delBarrio	2006	Europe	Inverts	2050	N	SDM	None	0.8	0	2	0	2	-1.609437912	1.95	Global
delBarrio	2006	Europe	Inverts	2080	N	SDM	None	1	0	2	0	2	-1.609437912	3.2	Global
delBarrio	2006	Europe	Inverts	2080	N	SDM	None	0.95	0	2	0	2	-1.609437912	3.2	Global
delBarrio	2006	Europe	Inverts	2080	N	SDM	None	0.8	0	2	0	2	-1.609437912	3.2	Global
delBarrio	2006	Europe	plants	2020	N	SDM	Universal	1	0	11	0	11	-3.135494216	1.15	Global
delBarrio	2006	Europe	plants	2020	N	SDM	Universal	0.95	0	11	0	11	-3.135494216	1.15	Global
delBarrio	2006	Europe	plants	2020	N	SDM	Universal	0.8	0	11	0	11	-3.135494216	1.15	Global
delBarrio	2006	Europe	plants	2050	N	SDM	Universal	1	0	11	0	11	-3.135494216	1.95	Global
delBarrio	2006	Europe	plants	2050	N	SDM	Universal	0.95	0	11	0	11	-3.135494216	1.95	Global
delBarrio	2006	Europe	plants	2050	N	SDM	Universal	0.8	0	11	0	11	-3.135494216	1.95	Global
delBarrio	2006	Europe	plants	2080	N	SDM	Universal	1	0	11	0	11	-3.135494216	3.2	Global
delBarrio	2006	Europe	plants	2080	N	SDM	Universal	0.95	0	11	0	11	-3.135494216	3.2	Global
delBarrio	2006	Europe	plants	2080	N	SDM	Universal	0.8	0	11	0	11	-3.135494216	3.2	Global
delBarrio	2006	Europe	Inverts	2020	N	SDM	Universal	1	0	2	0	2	-1.609437912	1.15	Global
delBarrio	2006	Europe	Inverts	2020	N	SDM	Universal	0.95	0	2	0	2	-1.609437912	1.15	Global
delBarrio	2006	Europe	Inverts	2020	N	SDM	Universal	0.8	0	2	0	2	-1.609437912	1.15	Global
delBarrio	2006	Europe	Inverts	2050	N	SDM	Universal	1	0	2	0	2	-1.609437912	1.95	Global
delBarrio	2006	Europe	Inverts	2050	N	SDM	Universal	0.95	0	2	0	2	-1.609437912	1.95	Global
delBarrio	2006	Europe	Inverts	2050	N	SDM	Universal	0.8	0	2	0	2	-1.609437912	1.95	Global
delBarrio	2006	Europe	Inverts	2080	N	SDM	Universal	1	0	2	0	2	-1.609437912	3.2	Global
delBarrio	2006	Europe	Inverts	2080	N	SDM	Universal	0.95	0	2	0	2	-1.609437912	3.2	Global
delBarrio	2006	Europe	Inverts	2080	N	SDM	Universal	0.8	0	2	0	2	-1.609437912	3.2	Global
